license_number,business_name,status,address,city_state_zip,phone,bond_amount,classifications,expire_date,line_number,raw_text
20240124297,,,2037                        CAPIST,                        CAPISTRANO BEACH  ,,,,,49,"20240124297 O     SO    E           KATARINA CONSTRUCTION                                        0 P O BOX 2037                        CAPISTRANO BEACH   CA           92624        20250710 KATHRYN DIANE MITCHELL           B                B,"
20240125293,,,1302 MEAD AVE, MEAD AVE                       VENTURA           ,,,C46;C46,,50,"20240125293 O     SO    E           WRIGHT SOLAR                                                 0 1302 MEAD AVE                       VENTURA            CA           93004        20250710 NOAH MICHAEL WRIGHT              C46              C46,"
20240125789,,,6221 SEARLACK COURT, SEARLACK COURT                 BAKERSFIELD       ,,,C39;C39,,51,"20240125789 O     SO    W           J G ROOFING & LOADING                                        0 6221 SEARLACK COURT                 BAKERSFIELD        CA           93306        20250710 JUAN GABRIEL GONZALEZ GONZALEZ   C39              C39,"
20240125850,,,2102 BUSINESS CENTER DR ST,      IRVINE            ,,,C15;C15,,52,"20240125850 O     LC    E           FOOTPRINTS FLOORS ORANGE COUNTY                              0 2102 BUSINESS CENTER DR STE130      IRVINE             CA           92612        20250710 BRIAN JAMES BYRNE                C15              C15,"
20240126050,,,11719 STONEY PEAK DR,         SAN DIEGO         ,,,C-5;C-5,,53,"20240126050 O     SO    E           BATCO CARPENTRY                                              0 11719 STONEY PEAK DR APT 26         SAN DIEGO          CA           92128        20250710 BRETT ALAN TEUSCH                C-5              C-5,"
20240126219,,,, AVENIDA SHONTO                MISSION VIEJO     ,,,,,54,"20240126219 O     CP    E           J Z CUSTOM HOMES CORPORATION                                 0 26662 AVENIDA SHONTO                MISSION VIEJO      CA           92691        20250710 GILBERTO ZARATE MARTINEZ         B                B,"
20240126246,,,425 MARCUS ST, MARCUS STREET                   BAKERSFIELD       ,,,C27;C27,,55,"20240126246 O     LC    E           KERN GARDEN SOLUTIONS LLC                                    0 425 MARCUS STREET                   BAKERSFIELD        CA           93307        20250710 MANUEL ERNESTO INIGUEZ NAVARRO   C27              C27,"
20240126679,,,,                        MORENO VALLEY     ,,,,,56,"20240126679 O     CP    E           JW & ASSOCIATES CONSTRUCTION & DEVELOPMENT                   0 P O BOX 8377                        MORENO VALLEY      CA           92552        20250710 JAESSEN MARQUES WEBB             B                B,"
20240126785,,,14821 EL CARISO RD                  VICT, EL CARISO RD                  VICTORVILLE       ,,,C23;C23,,57,"20240126785 O     CP    E           PROVISION METAL WORXS INC                                    0 14821 EL CARISO RD                  VICTORVILLE        CA           92392        20250710 ANA SIVA SERRANO GUERRERO        C23              C23,"
20240127053,,,33681 HOLTZ HILL DR, HOLTZ HILL DRIVE              DANA POINT        ,,,,,58,"20240127053 O     LC    E           BLK HOUSE                                                    0 33681 HOLTZ HILL DRIVE              DANA POINT         CA           92629        20250710 RYAN TON PHAN                    B                B,"
20240127135,,,5038 VENUTO WAY, VENUTO WAY                     SACRAMENTO        ,,,,,59,"20240127135 O     SO    E           MIKHAIL GLYNYUK                                              0 5038 VENUTO WAY                     SACRAMENTO         CA           95841        20250710 MIKHAIL GLYNYUK                  B                B,"
20240127473,,,770 SYCAMORE AVE,    VISTA             ,,,,,60,"20240127473 O     SO    E           BENJAMIN TAFT ROBLES                                         0 770 SYCAMORE AVE SUITE 122,#1073    VISTA              CA           92083        20250710 BENJAMIN TAFT ROBLES             B                B,"
20240127534,,,5412 EILEEN AVE, EILEEN AVENUE                  LOS ANGELES       ,,,,,61,"20240127534 O     CP    W           K & K CONSTRUCTION INC                                       0 5412 EILEEN AVENUE                  LOS ANGELES        CA           90043        20250710                                                   B,"
20240127719,,,84672 SHIRAZ WAY, SHIRAZ WAY                    INDIO             ,,,,,62,"20240127719 O     CP    E           KLI CONSTRCUTION INC                                         0 84672 SHIRAZ WAY                    INDIO              CA           92203        20250710 AZUCENA REYES LOPEZ              B                B,"
20240127841,,,3253 KELLYS ISLAND RD               WEST, KELLYS ISLAND RD               WEST SACRAMENTO   ,,,C36;C36,,63,"20240127841 O     CP    E           POLY PLUMBING INC                                            0 3253 KELLYS ISLAND RD               WEST SACRAMENTO    CA           95691        20250710 MAX POLEVOI                      C36              C36,"
20240127908,,,14430 PINE VALLEY DR, PINE VALLEY DR                LATHROP           ,,,C20;C20,,64,"20240127908 O     CP    E           SEVERSON HEATING & AIR INC                                   0 14430 PINE VALLEY DR                LATHROP            CA           95330        20250710 MICHAEL CURTIS SEVERSON          C20              C20,"
20240127948,,,12444 VICTORY BOULEVARD,   NORTH HOLLYWOOD   ,,,,,65,"20240127948 O     CP    W           LY DANIEL BUILDERS INC                                       0 12444 VICTORY BOULEVARD,SUITE 423   NORTH HOLLYWOOD    CA           91606        20250710                                                   B,"
20240127989,,,845 N LINDEN AVE, N LINDEN AVE                    RIALTO            ,,,C42;C42,,66,"20240127989 O     CP    E           RENES SEPTIC PUMPING INC                                     0 845 N LINDEN AVE                    RIALTO             CA           92376        20250710 ESTEFANIA SALAZAR-ALTAMIRA       C42              C42,"
20240128046,,,2042 MODOC RD, MODOC RD                       SANTA BARBARA     ,,,C35;C35,,67,"20240128046 O     CP    E           CALIFORNIA JP PLASTERING LATH INTERIOR AND EXTERIOR          0 2042 MODOC RD                       SANTA BARBARA      CA           91301        20250710 ROSA JAZMIN VARGAS GUERRERO      C35              C35,"
20240128178,,,1701 S WESTMORELAND BLVD,        LOS ANGELES       ,,,C36;C36,,68,"20240128178 O     SO    E           HERREJON SEWER AND DRAINS                                    0 1701 S WESTMORELAND BLVD #17        LOS ANGELES        CA           90006        20250710 ADAN HERREJON                    C36              C36,"
20240128187,,,521 JOCELYN DR, JOCELYN DR                      LA HABRA          ,,,C54,,69,"20240128187 O     CP    W           SOLIS TILE AND STONE                                         0 521 JOCELYN DR                      LA HABRA           CA           90631        20250710                                                   C54,"
20240128327,,,,,,,,,70,"20240128327 O     LC    E           MOLD FIRE WATER RESTORATION                                  0 P O BOX 61                          BROOKINGS          OR           97415        20250710 LORENZO MORA                     B                B,"
20240128365,,,,                                       TWAIN HARTE     ,,,,,71,"20240128365   O   SO   E   ALLGOOD BUILDERS                                        0 P O BOX 1815                                       TWAIN HARTE      CA   95383   20250710 MICHAEL PETER THOMAS             B     B,"
20240128473,,,5400 EULER WAY, EULER WAY                                     SACRAMENTO      ,,,C17;C17,,72,"20240128473   O   SO   E   DIMAS CALONA GLASS                                      0 5400 EULER WAY                                     SACRAMENTO       CA   95823   20250710 DIMAS ROBERTO CALONA             C17   C17,"
20240128500,,,20250710 WALMAR MACNELY CAST,TH STREET                                  LOMITA          ,,,B-2;B-2,,73,"20240128500   O   CP   E   WALLY REMODELING INC                                    0 2367 246TH STREET                                  LOMITA           CA   90717   20250710 WALMAR MACNELY CASTILLO ALFARO   B-2   B-2,"
20240128501,,,915 PURDUE AVE, PURDUE AVE                                     CLOVIS          ,,,C20;C20,,74,"20240128501   O   CP   E   CASTILLO'S CLIMATE CONTROL INC                          0 915 PURDUE AVE                                     CLOVIS           CA   93611   20250710 LORENZO CASTILLO,JR              C20   C20,"
20240128505,,,1387 HERMAN RD, HERMAN RD                                     PARADISE        ,,,,,75,"20240128505   O   SO   E   COSPER CONSTRUCTION                                     0 1387 HERMAN RD                                     PARADISE         CA   95969   20250710 STANLEY LOUIS COSPER             B     B,"
20240128512,,,530 SOUTH K ST,                               OXNARD          ,,,C33;C33,,76,"20240128512   O   SO   E   RIGOBERTO CASTILLO SOLIS                                0 530 SOUTH K ST APT 4                               OXNARD           CA   93030   20250710 RIGOBERTO CASTILLO SOLIS         C33   C33,"
20240128514,,,,TH WAY                                    LONG BEACH      ,,,,,77,"20240128514   O   SO   E   CLN ENGINEERING                                         0 3025 E 67TH WAY                                    LONG BEACH       CA   90805   20250710 CESAR LUIS NORIEGA               A     A,"
20240128534,,,3309 W EUCLID AVE                                  ST, W EUCLID AVE                                  STOCKTON        ,,,C33;C33,,78,"20240128534   O   SO   E   RON PAINTING                                            0 3309 W EUCLID AVE                                  STOCKTON         CA   95204   20250710 JORGE RON FREGOSO                C33   C33,"
20240128538,,,14478 NANTUCKET ST, NANTUCKET ST                                 HESPERIA        ,,,,,79,"20240128538   O   LC   E   JYC GENERAL ENGINEERING                                 0 14478 NANTUCKET ST                                 HESPERIA         CA   92344   20250710 WALTER GIOVANNY CAMACHO MADRID   A     A,"
20240128539,,,,                            NEWPORT BEACH   ,,,C51;C51,,80,"20240128539   O   LC   E   SHORELINE STRUCTURAL STEEL LLC                          0 3419 VIA LIDO SUITE 173                            NEWPORT BEACH    CA   92663   20250710 NICHOLAS JOSEPH TORO             C51   C51,"
20240128541,,,33434 RAINBOW BEND DR                              ACT, RAINBOW BEND DR                              ACTON           ,,,C36;C36,,81,"20240128541   O   SO   E   J BARRON PLUMBING                                       0 33434 RAINBOW BEND DR                              ACTON            CA   93510   20250710 JOSE LUIS BARRON GONZALEZ        C36   C36,"
20240128545,,,4211 BUSINESS DR, BUSINESS DR UNIT C                            CAMERON PARK    ,,,,,82,"20240128545   O   CP   E   TEAGUE INDUSTRIES INC                                   0 4211 BUSINESS DR UNIT C                            CAMERON PARK     CA   95682   20250710 NICHOLAS JAMES TEAGUE            D63   D63,"
20240128546,,,317 S ORANGE ST, S ORANGE ST                                    EL CAJON        ,,,C36;C36,,83,"20240128546   O   CP   E   GORILLA PLUMBING                                        0 317 S ORANGE ST                                    EL CAJON         CA   92020   20250710 MICKEY TIMOTHY ROMERO            C36   C36,"
20240128547,,,432 WHITEHALL ROAD, WHITEHALL ROAD APT F                           ALAMEDA         ,,,C15;C15,,84,"20240128547   O   CP   E   NAR HARDWOOD INC                                        0 432 WHITEHALL ROAD APT F                           ALAMEDA          CA   94501   20250710 NAVRUZ DZHURAYEV                 C15   C15,"
20240128548,,,1405 S ST, S ST                                          NEWMAN          ,,,,,85,"20240128548   O   SO   E   ROBERT BRAZIL SERVICES                                  0 1405 S ST                                          NEWMAN           CA   95360   20250710 ROBERT ADAM BRAZIL               B     B,"
20240128549,,,228 DURANTA ST, DURANTA ST                                     ROSEVILLE       ,,,C10;C10,,86,"20240128549   O   SO   E   JIM'S ELECTRIC                                          0 228 DURANTA ST                                     ROSEVILLE        CA   95678   20250710 JAMES GORDON WAUGH               C10   C10,"
20240128551,,,1441 LA CANADA DR, LA CANADA DRIVE                               BREA            ,,,B-2;B-2,,87,"20240128551   O   SO   E   MAKEOVER MAGIC RESIDENTIAL REMODELING                   0 1441 LA CANADA DRIVE                               BREA             CA   92821   20250710 JOHN WILLIAM MARCUS              B-2   B-2,"
20240128552,,,414 STEPNEY ST,                                 INGLEWOOD       ,,,C33;C33,,88,"20240128552   O   PA   E   CALIFORNIA ELITE PAINTERS                               0 414 STEPNEY ST #38                                 INGLEWOOD        CA   90302   20250710 ELIZABETH YANETH MENA VALLE      C33   C33,"
20240128553,,,3200 DUTTON AVE ST,                            SANTA ROSA      ,,,,,89,"20240128553   O   LC   E   MIRACLE METHOD OF SONOMA & MARIN                        0 3200 DUTTON AVE STE 325                            SANTA ROSA       CA   95407   20250710 BRANDON WILLIAM MCCUBBIN         D12   D12,"
20240128564,,,3218 DRAKE DR, DRAKE DR                                      SANTA MARIA     ,,,C60;C60,,90,"20240128564   O   SO   E   MOBILE WELDING SOLUTIONS                                0 3218 DRAKE DR                                      SANTA MARIA      CA   93455   20250710 FEDERICO ROBLEDO                 C60   C60,"
20240128574,,,8400 HERMOSA AVE, HERMOSA AVE APT C                             RANCHO CUCAMONGA,,,C20;C20,,91,"20240128574   O   SO   E   BIN FENG                                                0 8400 HERMOSA AVE APT C                             RANCHO CUCAMONGA CA   91730   20250710 BIN FENG                         C20   C20,"
20240128588,,,6924 GELNSALL PL, GELNSALL PLACE                                BAKERSFIELD     ,694833 6924,,C27;C27,,92,"20240128588   O   SO   E   BOLLES NURSERY/LANDSCAPE                           694833 6924 GELNSALL PLACE                                BAKERSFIELD      CA   93308   20250710 STEPHANIE MARIE BOLLES           C27   C27,"
20240128602,,,837 E SAN ANTONIO ST, E SAN ANTONIO ST                               SAN JOSE        ,,,C17;C17,,93,"20240128602   O   SO   E   TRUE GLASS                                              0 837 E SAN ANTONIO ST                               SAN JOSE         CA   95116   20250710 RICHARD MARTIN                   C17   C17,"
20240128679,,,6416 S SOSSAMAN RD,,,,,,94,"20240128679   O   LC   E   SIERRA PACIFIC CONSTRUCTION LLC                         0 6416 S SOSSAMAN RD                                 MESA             AZ   85212   20250710 LESTER TODD JOHNSON              B     B,"
20240128680,,,21019 BAKER RD,                                 CASTRO VALLEY   ,136648 2101,,,,95,"20240128680   O   LC   W   MONARCH BUILDERS LLC                              1136648 21019 BAKER RD #40                                 CASTRO VALLEY    CA   94546   20250710                                        B,"
20240128760,,,717 NORTH MCDOWELL BLVD,                    PETALUMA        ,,,C42;C42,,96,"20240128760   O   CP   E   REDWOOD SEPTIC SERVICES                                 0 717 NORTH MCDOWELL BLVD,SPC 102                    PETALUMA         CA   94954   20250710 ALVARO ALTAMIRANO CASTELLANOS    C42   C42,"
20240128762,,,21200 OXNARD ST,                       WOODLAND HILLS  ,,,,,97,"20240128762   O   CP   E   NOOHI CONSTRUCTION INC                                  0 21200 OXNARD STREET BOX 6820                       WOODLAND HILLS   CA   91365   20250710 VAHID CHITSAZZADEH               B     B,"
20240128764,,,4132 COMPTON AVE, COMPTON AVE                                   LOS ANGELES     ,,,C36;C36,,98,"20240128764   O   CP   E   PREMIER PIPE PLUMBING INC                               0 4132 COMPTON AVE                                   LOS ANGELES      CA   90011   20250710 OSCAR DAVID CRUZ ORANTES         C36   C36,"
20240128766,,,13903 SHERMAN WAY,                                VAN NUYS        ,,,C10;C10,,99,"20240128766   O   CP   E   KHUL ELECTRIC INC                                       0 13903 SHERMAN WAY 5                                VAN NUYS         CA   91405   20250710 GEVORG KHULYAN                   C10   C10,"
20240128768,,,1650 MADR, MADRONE GLEN                                  ESCONDIDO       ,,,C27;C27,,100,"20240128768   O   CP   E   MYSPACE LANDSCAPE                                       0 1650 MADRONE GLEN                                  ESCONDIDO        CA   92027   20250710 ANITA NAGARAJ NAIK               C27   C27,"
20240128772,,,8973 GRINDELLA CT, GRINDELLA CT                                  HESPERIA        ,,,C39;C39,,101,"20240128772   O   SO   E   C & M ROOFING                                           0 8973 GRINDELLA CT                                  HESPERIA         CA   92345   20250710 BRANDIE BERNICE ALARRABIYYAT     C39   C39,"
20240128847,,,18241 LAMSON ROAD                                  CAST, LAMSON ROAD                                  CASTRO VALLEY   ,,,,,102,"20240128847   O   CP   E   OUR HANDY HELPER                                        0 18241 LAMSON ROAD                                  CASTRO VALLEY    CA   94546   20250710 DANIEL YUN PAK                   B     B,"
20240128849,,,10608 ANZAC AVE, ANZAC AVE                                    LOS ANGELES     ,,,C39;C39,,103,"20240128849   O   CP   E   MANNY'S ROOFING SPECIALIST                              0 10608 ANZAC AVE                                    LOS ANGELES      CA   90002   20250710 MARIA ESTHER VALENCIA            C39   C39,"
20240128850,,,1434 QUEENS AVE                                    MODEST, QUEENS AVE                                    MODESTO         ,,,C49;C49,,104,"20240128850   O   SO   E   JAKES TREE SERVICE                                      0 1434 QUEENS AVE                                    MODESTO          CA   95355   20250710 JAKE CHRISTIAN GORMAN            C49   C49,"
20240128852,,,1175 C ST                                          HOLLIST, C ST                                          HOLLISTER       ,,,C33;C33,,105,"20240128852   O   SO   E   TO THE TOP PAINTING                                     0 1175 C ST                                          HOLLISTER        CA   95023   20250710 ELIAS ARCINIEGA                  C33   C33,"
20240128853,,,,TH ST                                     LOS ANGELES     ,,,,,106,"20240128853   O   CP   E   NUVU CONSTRUCTION                                       0 600 W 109TH ST                                     LOS ANGELES      CA   90044   20250710 BRYANT URIAS                     B     B,"
20240128854,,,4100 SADDLEBACK COURT                              PL, SADDLEBACK COURT                              PLACERVILLE     ,,,,,107,"20240128854   O   CP   E   JOSHUA MORGAN CONSTRUCTION                              0 4100 SADDLEBACK COURT                              PLACERVILLE      CA   95667   20250710 JOSHUA ROBERT MORGAN             B     B,"
20240128855,,,263 MERCURY CIR                                    GUST, MERCURY CIR                                    GUSTINE         ,,,C10;C10,,108,"20240128855   O   CP   E   BLUEAMP ELECTRIC                                        0 263 MERCURY CIR                                    GUSTINE          CA   95322   20250710 ADRIAN CARRILLO                  C10   C10,"
20240128856,,,2051 LANGLEY ST                                    OXNARD, LANGLEY ST                                    OXNARD          ,,,B-2;B-2,,109,"20240128856   O   CP   E   PRO DRY WATER RESTORATION INC                           0 2051 LANGLEY ST                                    OXNARD           CA   93033   20250710 JESSIE NEVAREZ                   B-2   B-2,"
20240128858,,,11700 TERRA BELLA ST, TERRA BELLA ST                               SYLMAR          ,,,,,110,"20240128858   O   SO   E   VACHE BAZIKYAN                                          0 11700 TERRA BELLA ST                               SYLMAR           CA   91342   20250710 VACHE BAZIKYAN                   B     B,"
20240128860,,,9433 ALDRICH ST, ALDRICH ST                                    PICO RIVERA     ,,,,,111,"20240128860   O   SO   E   KEVIN ALLEN                                             0 9433 ALDRICH ST                                    PICO RIVERA      CA   90660   20250710 KEVIN JOSEPH ALLEN               B     B,"
20240128861,,,2300 S HACIENDA BLVD,                        HACIENDA HEIGHTS,,,,,112,"20240128861   O   SO   E   JIN HUANG                                               0 2300 S HACIENDA BLVD APT E7                        HACIENDA HEIGHTS CA   91745   20250710 JIN HUANG                        B     B,"
20240128862,,,15701 TUSTIN VILLAGE WAY,                       TUSTIN          ,,,B-2;B-2,,113,"20240128862   O   CP   E   ON SITE PROPERTY MAINTENANCE AND REMODELING INC         0 15701 TUSTIN VILLAGE WAY #I7                       TUSTIN           CA   92780   20250710 ROBERT GARNETT SANDERS,II        B-2   B-2,"
20240128863,,,10385 MATHER AVE, MATHER AVE                                   SUNLAND         ,,,,,114,"20240128863   O   SO   E   GAMER ZAROOKIAN                                         0 10385 MATHER AVE                                   SUNLAND          CA   91040   20250710 GAMER ZAROOKIAN                  B     B,"
20240128864,,,9304 CEDROS AVE, CEDROS AVE                                    PANORAMA CITY   ,,,C36;C36,,115,"20240128864   O   CP   E   RC JETTING & PLUMBING SOLUTIONS INC                     0 9304 CEDROS AVE                                    PANORAMA CITY    CA   91402   20250710 RENE CORREA                      C36   C36,"
20240128865,,,6712 OLIVE DR, OLIVE DRIVE                                   BAKERSFIELD     ,,,C17;C17,,116,"20240128865   O   CP   E   R C INSTALLATIONS INC                                   0 6712 OLIVE DRIVE                                   BAKERSFIELD      CA   93308   20250710 JESUS ROBERTO CABRAL MEDRANO     C17   C17,"
20240128870,,,15639 PALOMINO DR, PALOMINO DR                                  CHINO HILLS     ,,,,,117,"20240128870   O   CP   E   ALL IN ONE BUILDING GROUP INC                           0 15639 PALOMINO DR                                  CHINO HILLS      CA   91709   20250710 DYLAN TRAVIS FUSTON              B     B,"
20240128875,,,1355 ARGUELLO ST,                             REDWOOD CITY    ,,,,,118,"20240128875   O   SO   E   CMG BUILDER                                             0 1355 ARGUELLO ST APT 3                             REDWOOD CITY     CA   94063   20250710 CESAR MIGUEL MARTINEZ GOMEZ      B     B,"
20240128876,,,13191 SIEMON AVE                                   GARD, SIEMON AVE                                   GARDEN GROVE    ,,,,,119,"20240128876   O   CP   E   ARTESIA CONSTRUCTION                                    0 13191 SIEMON AVE                                   GARDEN GROVE     CA   92843   20250710 ALEXAVIER VELAZQUEZ              B     B,"
20240129096,,,2108 N ST,                                    SACRAMENTO      ,,,,,120,"20240129096   O   LC   W   QUALIBUILD LLC                                          0 2108 N ST #9102                                    SACRAMENTO       CA   95816   20250710                                        B,"
20240129283,,,740 S FIFTH ST, S FIFTH ST                                     MONTEBELLO      ,,,C39,,121,"20240129283   O   CP   W   RC & D ROOFING                                          0 740 S FIFTH ST                                     MONTEBELLO       CA   90640   20250710                                        C39,"
20240129327,,,3611 E LOCUST CIR                                  PROSPECT,,,,,,122,"20240129327   O   CP   W   SYNERGY SYSTEMS HOLDINGS INC                            0 3611 E LOCUST CIR                                  PROSPECT         KY   40059   20250710                                        D21,"
20240129339,,,1638 W CASTLE AVE, W CASTLE AVE                                  PORTERVILLE     ,899816 1638,,C20,,123,"20240129339   O   SO   W   ACE HEATING & AIR CONDITIONING                     899816 1638 W CASTLE AVE                                  PORTERVILLE      CA   93257   20250710                                        C20,"
20240129347,,,100 VENDOME AVE,                             DALY CITY       ,,,,,124,"20240129347   O   CP   W   THE USA CONSTRUCTION & DEVELOPMENT INC                  0 100 VENDOME AVE UNIT 2                             DALY CITY        CA   94014   20250710                                        B,"
20240129359,,,12518 HATTERAS ST, HATTERAS ST                                  VALLEY VILLAGE  ,,,,,125,"20240129359   O   CP   W   LUX REMODLING INC                                       0 12518 HATTERAS ST                                  VALLEY VILLAGE   CA   91607   20250710                                        B,"
20240129364,,,3217                                       CATHEDR,                                       CATHEDRAL CITY  ,,,C53,,126,"20240129364   O   LC   W   JULIO'S POOL SERVICE LLC                                0 P O BOX 3217                                       CATHEDRAL CITY   CA   92234   20250710                                        C53,"
20240129403,,,9837 PALM ST, PALM ST                                       BELLFLOWER      ,,,C20,,127,"20240129403   O   SO   W   GAGE MECHANICAL                                         0 9837 PALM ST                                       BELLFLOWER       CA   90706   20250710                                        C20,"
20240129416,,,5000 BIRCH STREET WEST, NEWPORT BEACH   ,,,C10,,128,"20240129416   O   CP   W   MR ELECTRIC OF NEWPORT BEACH                            0 5000 BIRCH STREET WEST TOWER,SUITE 3000 OFFICE 323 NEWPORT BEACH    CA   92660   20250710                                        C10,"
20240129418,,,3536 SPRINGS ST, SPRINGS STREET                                REDWOOD CITY    ,,,,,129,"20240129418   O   CP   W   MACHU PICCHU INKA CONSTRUCTION INC                      0 3536 SPRINGS STREET                                REDWOOD CITY     CA   94063   20250710                                        B,"
20240129432,,,12032 SYLVESTER ST, SYLVESTER STREET                             LOS ANGELES     ,,,,,130,"20240129432   O   CP   W   FORMWORKLA INC                                          0 12032 SYLVESTER STREET                             LOS ANGELES      CA   90066   20250710                                        B,"
20240129434,,,1201 PINE ST,                          OAKLAND         ,,,,,131,"20240129434   O   CP   W   OCD PLAN & BUILD INC                                    0 1201 PINE STREET UNIT 146                          OAKLAND          CA   94607   20250710                                        B,"
20240129435,,,4522 WOODMAN AVE,                          SHERMAN OAKS    ,,,C329,,132,"20240129435   O   CP   W   HIGH TOUCH GARAGE DOOR SERVICE                          0 4522 WOODMAN AVE APT C329                          SHERMAN OAKS     CA   91423   20250710                                        D28,"
20240129438,,,1294 PROMINENT DR, PROMINENT DR                                  BRENTWOOD       ,,,,,133,"20240129438   O   CP   W   ERS CONSTRUCTION MANAGEMENT AND CONSULTING INC          0 1294 PROMINENT DR                                  BRENTWOOD        CA   94513   20250710                                        B,"
