license_number,business_name,status,address,city_state_zip,phone,bond_amount,classifications,expire_date,line_number,raw_text
20240128303,,,3444 RHODA AVE, RHODA AVE                     OAKLAND         ,,,,,33,"20240128303 O     CP    W           TODD LEUNG CONSTRUCTION INC                        0 3444 RHODA AVE                     OAKLAND          CA            94602     20250711                                                     B,"
20240128311,,,6906 MC CUTCHEN RD,             BAKERSFIELD     ,,,C45,,34,"20240128311 O     CP    W           BAKERSFIELD SIGNS                                  0 6906 MC CUTCHEN RD 300             BAKERSFIELD      CA            93313     20250711                                                     C45,"
20240128407,,,529 CALIFORNIA AVE, CALIFORNIA AVE                 SANTA MONICA    ,,,,,35,"20240128407 O     CP    E           TOUTONGHI DESIGN + BUILD INC                       0 529 CALIFORNIA AVE                 SANTA MONICA     CA            90403     20250711 MARTIN PHILIP TOUTONGHI            B                B,"
20240128431,,,2034 VERONA CT, VERONA CT                     OAKLEY          ,,,C27,,36,"20240128431 O     CP    W           LIMITLESS LANDSCAPING INC                          0 2034 VERONA CT                     OAKLEY           CA            94561     20250711                                                     C27,"
20240128518,,,5010 W SPRUCE AVE, W SPRUCE AVE                  FRESNO          ,,,,,37,"20240128518 O     CP    W           DAVE'S & SONS CONSTRUCTION CO INC                  0 5010 W SPRUCE AVE                  FRESNO           CA            93722     20250711                                                     B,"
20240128523,,,1851 HERITAGE LANE,       SACRAMENTO      ,,,,,38,"20240128523 O     CP    W           INDUS GENERAL INC                                  0 1851 HERITAGE LANE SUITE 129       SACRAMENTO       CA            95815     20250711                                                     B,"
20240128536,,,2000 CRYSTAL SPRINGS RD,   SAN BRUNO       ,,,,,39,"20240128536 O     CP    E           FULLHOUSE PRO CONSTRUCTION INC                     0 2000 CRYSTAL SPRINGS RD,APT 1835   SAN BRUNO        CA            94066     20250711 SERGEI CHUSHKIN                    B                B,"
20240128537,,,406 W INDUSTRIAL RD,,,,,,40,"20240128537 O     LC    E           PILOT DOOR SYSTEMS LLC                             0 406 W INDUSTRIAL RD #2             PLEASANT GROVE   UT            84062     20250711 JACOB ADAM GORRINGE                D28              D28,"
20240128540,,,7132 DOGWOOD DR, DOGWOOD DR                    SHINGLETOWN     ,,,C36;C36,,41,"20240128540 O     SO    E           J L PLUMBING                                       0 7132 DOGWOOD DR                    SHINGLETOWN      CA            96088     20250711 JADE FADARA LINCOLN                C36              C36,"
20240128556,,,22453 ISATIS AVENUE                APPL, ISATIS AVENUE                APPLE VALLEY    ,,,,,42,"20240128556 O     CP    E           TCB REMODELING INC                                 0 22453 ISATIS AVENUE                APPLE VALLEY     CA            92307     20250711 TOBY CLAIRE BROWN                  B                B,"
20240128724,,,3121 PLEITNER AVE,           OAKLAND         ,,,,,43,"20240128724 O     LC    E           MODERN TOUCH CONTRACTOR LLC                        0 3121 PLEITNER AVE APT #5           OAKLAND          CA            94602     20250711 FIDELIO MARTINEZ GUZMAN            B                B,"
20240128727,,,2011 WYDA WAY,                  SACRAMENTO      ,,,C33;C33,,44,"20240128727 O     LC    E           ALAMDAR PRO PAINTING LLC                           0 2011 WYDA WAY #30                  SACRAMENTO       CA            95825     20250711 ALI MORADI                         C33              C33,"
20240128729,,,3679 BRONSON ST                    SAN BERNARD, BRONSON ST                    SAN BERNARDINO  ,,,C27;C27,,45,"20240128729 O     CP    E           GREENCORE LANDSCAPE INC                            0 3679 BRONSON ST                    SAN BERNARDINO   CA            92407     20250711 RAUL LARA                          C27              C27,"
20240128731,,,4015 MOUNTAIN DR,             SAN BERNARDINO  ,,,C33,,46,"20240128731 O     CP    E           ORDAZ PAINTING CORP                                0 4015 MOUNTAIN DR SPC 1             SAN BERNARDINO   CA            92407     20250711                                                     C33,"
20240128732,,,7364 RECHE CANYON RD, RECHE CANYON RD               COLTON          ,,,C39;C39,,47,"20240128732 O     CP    E           CAMACHO'S ROOFING INC                              0 7364 RECHE CANYON RD               COLTON           CA            92324     20250711 ANGEL ARMANDO CAMACHO DELGADO      C39              C39,"
20240128774,,,512 KERR AVE                       MODEST, KERR AVE                       MODESTO         ,,,C31;C31,,48,"20240128774 O     CP    E           R A D TRAFFIC CONTROL INC                          0 512 KERR AVE                       MODESTO          CA            95354     20250711 RICARDO RODRIGUEZ CANO             C31              C31,"
20240128775,,,402                        LIVINGST,                        LIVINGSTON      ,,,C33;C33,,49,"20240128775 O     SO    E           J V PAINTING                                       0 P O BOX 402                        LIVINGSTON       CA            95334     20250711 JESUS ELIAS VILLEGAS GALVAN        C33              C33,"
20240128777,,,20250711 ANTHONY LOUIS DECAST, AVENIDA HERRERA              LA QUINTA       ,,,C36;C36,,50,"20240128777 O     CP    E           DECASTRO PLUMBING INC                              0 52085 AVENIDA HERRERA              LA QUINTA        CA            92253     20250711 ANTHONY LOUIS DECASTRO             C36              C36,"
20240128778,,,,                       LONG BEACH      ,,,C36;C36,,51,"20240128778 O     LC    E           ATLAS PLUMBING SERVICES LLC                        0 P O BOX 7201                       LONG BEACH       CA            90807     20250711 MICHAEL C MENG                     C36              C36,"
20240128781,,,20250711 MARCOS DE MIREL EST,               HAWTHORNE       ,,,,,52,"20240128781 O     CP    E           MDR BUILDERS INC                                   0 13632 KORNBLUM AV #5               HAWTHORNE        CA            90250     20250711 MARCOS DE MIREL ESTRADA CHANG      B                B,"
20240128785,,,1113 CARSON ST, CARSON STREET                 SEASIDE         ,,,C49;C49,,53,"20240128785 O     SO    E           LEO'S TREE SERVICE                                 0 1113 CARSON STREET                 SEASIDE          CA            93955     20250711 LEONARDO ORTIZ AMAYA               C49              C49,"
20240128792,,,2754 WEEPING WILLOWS RD            CHULA VIST, WEEPING WILLOWS RD            CHULA VISTA     ,,,C33;C33,,54,"20240128792 O     CP    E           GENERAL SOLUTIONS COATINGS                         0 2754 WEEPING WILLOWS RD            CHULA VISTA      CA            91915     20250711 ANGEL ALEXIS MORALES-TORRES        C33              C33,"
20240128795,,,2376 COCHRAN ST, COCHRAN ST                    SIMI VALLEY     ,,,,,55,"20240128795 O     CP    E           MMC BUILDING SERVICES INC                          0 2376 COCHRAN ST                    SIMI VALLEY      CA            93065     20250711 MARICELA ROBLES                    B                B,"
20240128801,,,3332 TONIA AVE, TONIA AVE                     ALTADENA        ,,,,,56,"20240128801 O     SO    E           ALAN STEVEN BENAVENTE                              0 3332 TONIA AVE                     ALTADENA         CA            91001     20250711 ALAN STEVEN BENAVENTE              B                B,"
20240128804,,,5754 CALLIE LN, CALLIE LN APT G               SACRAMENTO      ,,,,,57,"20240128804 O     CP    E           CAL PRIME SOLUTIONS INC                            0 5754 CALLIE LN APT G               SACRAMENTO       CA            95841     20250711 SAMIR TURKMANI                     B                B,"
20240128805,,,3318 TOPAZ LN                      LANCAST, TOPAZ LN                      LANCASTER       ,,,C39;C39,,58,"20240128805 O     CP    E           R & R LOYAL ROOFING INC                            0 3318 TOPAZ LN                      LANCASTER        CA            93535     20250711 RODOLFO RENDON MATA                C39              C39,"
20240128818,,,56                         DAVE,                         DAVENPORT       ,,,C27;C27,,59,"20240128818 O     LC    E           INTERGRATED ECOLOGY LLC                            0 P O BOX 56                         DAVENPORT        CA            95017     20250711 ROBERT WILLIAM HENRY,III           C27              C27,"
20240128839,,,229 ALMONDTREE LN, ALMONDTREE LN                  OAKLEY          ,,,C-9;C-9,,60,"20240128839 O     SO    E           CHZ DRYWALL                                        0 229 ALMONDTREE LN                  OAKLEY           CA            94561     20250711 JORGE LUIS CASTANEDA CHAIREZ       C-9              C-9,"
20240128841,,,3148 EL KU AVE, EL KU AVENUE                  ESCONDIDO       ,,,C20;C20,,61,"20240128841 O     SO    E           DELTA SYSTEMS HEATING & AIR CONDITIONING           0 3148 EL KU AVENUE                  ESCONDIDO        CA            92025     20250711 TRAVIS LEVAN ANDERSON              C20              C20,"
20240128942,,,1755 ARGYLE AVE,               HOLLYWOOD         ,,,,,62,"20240128942 O   CP   W   CALI PRO GARAGE DOORS & GATES INC               0 1755 ARGYLE AVE UNIT 1507               HOLLYWOOD          CA   90028   20250711                                      D28,"
20240128978,,,901 E MAIN ST, E MAIN ST                           VENTURA           ,,,C28,,63,"20240128978 O   CP   W   VENTURA LOCKSMITHS INC                          0 901 E MAIN ST                           VENTURA            CA   93001   20250711                                      C28,"
20240129011,,,,RD ST                         COMPTON           ,,,,,64,"20240129011 O   CP   W   CRUZ FAMILY CONSTRUCTION CORP                   0 1009 W 133RD ST                         COMPTON            CA   90222   20250711                                      B,"
20240129023,,,21326 ROMAR ST, ROMAR ST                          CHATSWORTH        ,,,C-9,,65,"20240129023 O   CP   W   HEPHAESTUS DRYWALL INC                          0 21326 ROMAR ST                          CHATSWORTH         CA   91311   20250711                                      C-9,"
20240129081,,,,                           IRVINE            ,,,,,66,"20240129081 O   CP   W   ALL IN ONE FACILITY SERVICES                    0 P O BOX 63827                           IRVINE             CA   92602   20250711                                      B,"
20240129200,,,13950 POWERS ROAD                       POWAY, POWERS ROAD                       POWAY             ,,,C53,,67,"20240129200 O   CP   W   HEATWAVE POOL SOLAR                             0 13950 POWERS ROAD                       POWAY              CA   92064   20250711                                      C53,"
20240129251,,,2 NARBONNE AVE, NARBONNE AVE                  LOMITA            ,,,,,68,"20240129251 O   CP   W   JN PREMIER BUILD CO                             0 25108 1/2 NARBONNE AVE                  LOMITA             CA   90717   20250711                                      B,"
20240129267,,,3964 RIVERMARK PL,               SANTA CLARA       ,865403 3964,,C10,,69,"20240129267 O   CP   W   PURE INNOVATION ELECTRIC                   865403 3964 RIVERMARK PLAZA #312               SANTA CLARA        CA   95054   20250711                                      C10,"
20240129366,,,1296 FOSTER ST, FOSTER ST                          BEAUMONT          ,,,C10,,70,"20240129366 O   LC   W   GOTPOWER ELECTRIC LLC                           0 1296 FOSTER ST                          BEAUMONT           CA   92223   20250711                                      C10,"
20240129601,,,5852 DEERFOOT LN, DEERFOOT LN                        YORBA LINDA       ,963379 5852,,,,71,"20240129601 O   LC   W   REVIVAL CONTRACTORS LLC                    963379 5852 DEERFOOT LN                        YORBA LINDA        CA   92886   20250711                                      B,"
20240129617,,,8201 DORADO CANYON RD, DORADO CANYON RD                   SOMERSET          ,,,C10,,72,"20240129617 O   CP   W   VALLEY POWER SOLUTIONS                          0 8201 DORADO CANYON RD                   SOMERSET           CA   95624   20250711                                      C10,"
20240205168,,,4698 DUCKHORN DR, DUCKHORN DRIVE                     SACRAMENTO        ,105619 4698,,C39;C39,,73,"20240205168 S   CP   E   SPECTRUM BUILDERS & RENOVATIONS INC       1105619 4698 DUCKHORN DRIVE                     SACRAMENTO         CA   95834   20250711 TASAWWAR ALI                   C39   C39,"
20240205305,,,16380 FOOTHILL BLVD,              SAN LEANDRO       ,115072 1638,,C-7;C-7,,74,"20240205305 S   CP   E   TECA ELECTRIC INC                         1115072 16380 FOOTHILL BLVD APT 13              SAN LEANDRO        CA   94578   20250711 JOSUE SALVADOR ALCANTAR        C-7   C-7,"
20240207219,,,11681 STERLING AVE, G                  RIVERSIDE         ,063868 1168,,C33,,75,"20240207219 R   PA   W   PRICELESS PAINTING                        1063868 11681 STERLING AVE # G                  RIVERSIDE          CA   92503   20250711                                      C33,"
20240207237,,,4935 SOUTHFRONT ROAD, SOUTHFRONT ROAD SUITE A            LIVERMORE         ,084502 4935,,C36;C36,,76,"20240207237 R   LC   E   R B TRAVIS                                1084502 4935 SOUTHFRONT ROAD SUITE A            LIVERMORE          CA   94551   20250711 MARC ANTHONY SANTILLANO        C36   C36,"
20240207672,,,,TH STREET                       SAN JOSE          ,,,C20;C20,,77,"20240207672 R   CP   E   DAAS HEATING & COOLING INC                1060720 875 N 18TH STREET                       SAN JOSE           CA   95112   20250711 DANIEL BALVANEDA CAMPOS        C20   C20,"
20240207947,,,8707 N FORBES ROAD                      LINCOLN, N FORBES ROAD                      LINCOLN           ,992529 8707,,,,78,"20240207947 R   CP   E   GOOD AND UPRIGHT CONSTRUCTION INC          992529 8707 N FORBES ROAD                      LINCOLN            CA   95648   20250711 VADZIM RODIONOVICH APANOVICH   B     B,"
20240208084,,,7577 GREENBURN DR, GREENBURN DRIVE                    ROSEVILLE         ,079495 7577,,C15;C15,,79,"20240208084 R   CP   E   BFA FLOORING                              1079495 7577 GREENBURN DRIVE                    ROSEVILLE          CA   95678   20250711 IURII OMELCHAK                 C15   C15,"
20240208101,,,1145 N MILLER PARK CT, N MILLER PARK CT                   VISALIA           ,987483 1145,,C13;C13,,80,"20240208101 R   CP   E   SPENCE FENCE COMPANY ENTERPRISES           987483 1145 N MILLER PARK CT                   VISALIA            CA   93292   20250711 BOBBI JEAN NELSON              C13   C13,"
20240208162,,,6031 CONNECTION DR,,127433 6031,,C17,,81,"20240208162 R   LC   W   CRI SOCAL                                 1127433 6031 CONNECTION DRIVE                   IRVING             TX   75039   20250711                                      C17,"
20240208322,,,919 S IROLO ST, S IROLO STREET                      LOS ANGELES       ,,,,,82,"20240208322 R   CP   W   ASTRO INVESTMENT DEVELOPMENT LTD          1065731 919 S IROLO STREET                      LOS ANGELES        CA   90006   20250711                                      B,"
20240208394,,,10108 RIVERFORD ROAD, RIVERFORD ROAD                    LAKESIDE          ,411338 1010,,,,83,"20240208394 R   CP   W   MARATHON CONSTRUCTION CORPORATION          411338 10108 RIVERFORD ROAD                    LAKESIDE           CA   92040   20250711                                      A,"
20240208412,,,2041 S SUSAN ST, S SUSAN ST                         SANTA ANA         ,990433 2041,,C-6,,84,"20240208412 R   CP   W   P C W MILLWORKS INC                        990433 2041 S SUSAN ST                         SANTA ANA          CA   92704   20250711                                      C-6,"
20240208473,,,4520 STINE ROAD,                 BAKERSFIELD       ,662541 4520,,C10,,85,"20240208473 R   SO   W   ESYS THE ENERGY CONTROL COMPANY            662541 4520 STINE ROAD SUITE 7                 BAKERSFIELD        CA   93313   20250711                                      C10,"
20240208550,,,18645 E GALE AVE,              CITY OF INDUSTRY  ,111484 1864,,C10,,86,"20240208550 R   CP   W   ENDLISS ENERGY SOLUTIONS INC              1111484 18645 E GALE AVE SUITE 238              CITY OF INDUSTRY   CA   91748   20250711                                      C10,"
20240208648,,,354 E HOME ST, E HOME ST                           RIALTO            ,,,,,87,"20240208648 R   CP   W   JM PROGRAM BUILDERS CONSTRUCTION INC      1102184 354 E HOME ST                           RIALTO             CA   92376   20250711                                      B,"
20240208676,,,15335 MORRISON ST,                  SHERMAN OAKS      ,947505 1533,,,,88,"20240208676 R   CP   W   US HOME DEVELOPERS INC                     947505 15335 MORRISON ST #375                  SHERMAN OAKS       CA   91403   20250711                                      B,"
20240208699,,,,                             LIVERMORE         ,,,,,89,"20240208699 R   CP   W   NB DESIGNS INC                             996793 P O BOX 430                             LIVERMORE          CA   94551   20250711                                      B,"
20240208702,,,480 W LAMBERT RD ST, W LAMBERT RD STE D                  BREA              ,,,,,90,"20240208702 S   CP   E   LIBERTY PAINTING AND RESTORATION INC       869784 480 W LAMBERT RD STE D                  BREA               CA   92821   20250711                                      B,"
20240208706,,,1245 OLIVE ST, OLIVE ST                           SANTA ROSA        ,136918 1245,,C49;C49,,91,"20240208706 S   LC   E   RELIABLE LANDSCAPE AND TREE SERVICE LLC   1136918 1245 OLIVE ST                           SANTA ROSA         CA   95407   20250711 ROMAN VELAZQUEZ                C49   C49,"
20240208714,,,8644 NORWALK BLVD, NORWALK BLVD                       WHITTIER          ,749538 8644,,,,92,"20240208714 S   CP   E   FASONE CONSTRUCTION INC                    749538 8644 NORWALK BLVD                       WHITTIER           CA   90606   20250711 JOSEPH FRANK FASONE            A     A,"
20240208728,,,2590 EAST MAIN ST ST,               VENTURA           ,599057 2590,,C-2;C-2,,93,"20240208728 R   CP   E   TECH - WALL OF VENTURA INC                 599057 2590 EAST MAIN ST STE 105               VENTURA            CA   93003   20250711 KEVIN JAMES KILDUFF            C-2   C-2,"
20240208737,,,2470 TAPESTRY CT, TAPESTRY CT                        LIVERMORE         ,044801 2470,,C27,,94,"20240208737 S   CP   E   LANCON DESIGN & DEVELOPMENT               1044801 2470 TAPESTRY CT                        LIVERMORE          CA   94550   20250711                                      C27,"
20240208812,,,6752                            OXNARD,                            OXNARD            ,,,C39;C39,,95,"20240208812 S   SO   E   GASPAR GENERAL CONSTRUCTION               1096498 P O BOX 6752                            OXNARD             CA   93031   20250711 FRANCISCO GASPAR HERNANDEZ     C39   C39,"
20240208814,,,2 S BROADWAY, S BROADWAY                    LOS ANGELES       ,115030 1041,,C-7;C-7,,96,"20240208814 S   SO   E   FIRMLINE CONSTRUCTION                     1115030 10412 1/2 S BROADWAY                    LOS ANGELES        CA   90003   20250711 MOISES DANIEL ROSALES          C-7   C-7,"
20240208819,,,20250711 CHRISTOPHER ALAN ST, VIA MARINA                        INDIO             ,021671 4884,,C-7;C-7,,97,"20240208819 S   CP   E   STOKERTECH INC                            1021671 48841 VIA MARINA                        INDIO              CA   92201   20250711 CHRISTOPHER ALAN STOKER        C-7   C-7,"
20240208829,,,940 S KIMBALL AVE,,,,,,98,"20240208829 S   LC   W   F&T INDUSTRIAL SERVICES LLC               1139461 940 S KIMBALL AVE #175                  SOUTHLAKE          TX   76092   20250711                                      D06,"
20240208831,,,72811 HIGHWAY,                 PALM DESERT       ,123008 7281,,C36;C36,,99,"20240208831 S   CP   E   PURESKYY AIR CONDITIONING & HEATING CO    1123008 72811 HIGHWAY 111 #1054                 PALM DESERT        CA   92260   20250711 NICHOLAS EZEKIEL MATA          C36   C36,"
20240208832,,,1644 PALOU AVE, PALOU AVE UNIT C                   SAN FRANCISCO     ,096510 1644,,C36;C36,,100,"20240208832 S   SO   E   RICK CUSTOM CONSTRUCTION                  1096510 1644 PALOU AVE UNIT C                   SAN FRANCISCO      CA   94124   20250711 RICARDO HERRERA                C36   C36,"
20240208837,,,20250711 MIGUEL ANGEL EST,RD ST                           SAN JOSE          ,,,C-8;C-8,,101,"20240208837 S   CP   E   ESTRADA MASONRY INC                       1094599 376 N 33RD ST                           SAN JOSE           CA   95133   20250711 MIGUEL ANGEL ESTRADA CAZARES   C-8   C-8,"
20240208841,,,946 N LEMON ST, N LEMON ST                          ORANGE            ,,,,,102,"20240208841 S   CP   W   AMTEK CONSTRUCTION                         490382 946 N LEMON ST                          ORANGE             CA   92867   20250711                                      D56,"
20240208842,,,134 BUENA VISTA DR, BUENA VISTA DR                      FREEDOM           ,,,,,103,"20240208842 S   SO   E   FREEDOM EARTHWORKS                        1105929 134 BUENA VISTA DR                      FREEDOM            CA   95019   20250711 DANIEL GOMEZ                   A     A,"
20240208850,,,2962 QUINTER WAY, QUINTER WAY                        SACRAMENTO        ,126361 2962,,,,104,"20240208850 S   CP   E   JURAT CONSTRUCTION GROUP                  1126361 2962 QUINTER WAY                        SACRAMENTO         CA   95835   20250711 FAHIM JURAT                    A     A,"
20240208852,,,8506 FONTANA ST, FONTANA ST                         DOWNEY            ,138714 8506,,C46;C46,,105,"20240208852 S   SO   E   TIMOTHY LAZARO                            1138714 8506 FONTANA ST                         DOWNEY             CA   90241   20250711 TIMOTHY ORION LAZARO           C46   C46,"
20240208860,,,7328 MISSION GORGE RD, MISSION GORGE RD                   SAN DIEGO         ,557970 7328,,C39,,106,"20240208860 S   CP   W   TAG CONSTRUCTION SERVICES INC              557970 7328 MISSION GORGE RD                   SAN DIEGO          CA   92120   20250711                                      C39,"
20240208862,,,1701 COMMERCE ST, COMMERCE ST                        CORONA            ,776658 1701,,,,107,"20240208862 S   CP   E   HENLEY'S PLUMBING & AIR                    776658 1701 COMMERCE ST                        CORONA             CA   92878   20250711 BRYAN HENLEY                   B     B,"
20240208875,,,10130 RUSH ST, RUSH STREET                       SOUTH EL MONTE    ,088858 1013,,,,108,"20240208875 S   CP   W   NEW SUNRISE PLASTERING INC                1088858 10130 RUSH STREET                       SOUTH EL MONTE     CA   91733   20250711                                      D39,"
