license_number,business_name,status,address,city_state_zip,phone,bond_amount,classifications,expire_date,line_number,raw_text
20240128205,,,5340 EAST JUNCTION                    APACHE JUNCT,,,,,,35,"20240128205 O     SO    E           ERNEST ANTHONY VALDEZ                              0 5340 EAST JUNCTION                    APACHE JUNCTION  AZ      85119     20250714 ERNEST ANTHONY VALDEZ              B                B,"
20240128323,,,1330 ORO VIST,               SAN DIEGO       ,,,,,36,"20240128323 O     LC    W           MRD CLEANING SERVICES LLC                          0 1330 ORO VISTA APT #230               SAN DIEGO        CA      92154     20250714                                                     D63,"
20240128433,,,120 DELTA RD,                    OAKLEY          ,,,,,37,"20240128433 O     CP    E           GM GENERAL CONTRACTOR                              0 120 DELTA RD APT 3                    OAKLEY           CA      94561     20250714 GUSTAVO MARQUEZ MARQUEZ            B                B,"
20240128455,,,,                         SAN JOSE        ,,,C27;C27,,38,"20240128455 O     CP    E           PEREZ LANDSCAPING SOLUTIONS INC                    0 P O BOX 23488                         SAN JOSE         CA      95153     20250714 ERIKA LIZBETH PEREZ                C27              C27,"
20240128474,,,162 SCHWERIN ST, SCHWERIN STREET                   SAN FRANCISCO   ,,,C10,,39,"20240128474 O     CP    W           SPARKYE INC                                        0 162 SCHWERIN STREET                   SAN FRANCISCO    CA      94134     20250714                                                     C10,"
20240128509,,,2340 BARTLETT ST, BARTLETT STREET                  OAKLAND         ,,,C36;C36,,40,"20240128509 O     CP    E           BO'S SUPERIOR PLUMBING INC                         0 2340 BARTLETT STREET                  OAKLAND          CA      94601     20250714 SOU CHIEM SAEPHAN                  C36              C36,"
20240128510,,,121 SUNSET BLVD                       HAYWARD, SUNSET BLVD                       HAYWARD         ,,,C36;C36,,41,"20240128510 O     CP    E           FUSION ROOTER INC                                  0 121 SUNSET BLVD                       HAYWARD          CA      94541     20250714 RICARDO ANTONIO REYES              C36              C36,"
20240128579,,,2550 MORAGA ST, MORAGA ST                        SAN FRANCISCO   ,,,,,42,"20240128579 O     SO    E           WAN YU CONSTRUCTION                                0 2550 MORAGA ST                        SAN FRANCISCO    CA      94122     20250714 WAN YU ZENG                        B                B,"
20240128583,,,5190 E COLORADO ST,            LONG BEACH      ,,,,,43,"20240128583 O     SO    E           ONUR KAMIL TAN                                     0 5190 E COLORADO ST APT 206            LONG BEACH       CA      90814     20250714 ONUR KAMIL TAN                     B                B,"
20240128584,,,32308 FIRESIDE DR, FIRESIDE DR                     TEMECULA        ,,,,,44,"20240128584 O     SO    E           XINXIANG LU                                        0 32308 FIRESIDE DR                     TEMECULA         CA      92592     20250714 XINXIANG LU                        B                B,"
20240128591,,,20250714 BRANDON RODR, AVENIDA GRACE                   COACHELLA       ,,,C36;C36,,45,"20240128591 O     SO    E           RDZ PLUMBING                                       0 85914 AVENIDA GRACE                   COACHELLA        CA      92236     20250714 BRANDON RODRIGUEZ PATINO           C36              C36,"
20240128592,,,11902 HEWES ST, HEWES ST                        ORANGE          ,,,C21;C21,,46,"20240128592 O     CP    E           MORALES DEMOLITION CORP                            0 11902 HEWES ST                        ORANGE           CA      92869     20250714 JOSUE OMAR MORALES FERNANDEZ       C21              C21,"
20240128603,,,14680 PALOMINO DR, PALOMINO DR                     SAN JOSE        ,,,B-2;B-2,,47,"20240128603 O     CP    E           INTEGRITY LIVING SOLUTIONS INC                     0 14680 PALOMINO DR                     SAN JOSE         CA      95127     20250714 TYRONE ZORRILLA                    B-2              B-2,"
20240128642,,,12798 QUICKSILVER ST                  WATERFORD, QUICKSILVER ST                  WATERFORD       ,,,C33;C33,,48,"20240128642 O     LC    E           CHEARYS AFFORDABLE PAINTING LLC                    0 12798 QUICKSILVER ST                  WATERFORD        CA      95386     20250714 CHRISTOPHER EDGAR CHEARY           C33              C33,"
20240128643,,,1430 BALI CT, BALI CT                          SAN JOSE        ,,,C27;C27,,49,"20240128643 O     CP    E           AP NETA LANDSCAPE CONSTRUCTION                     0 1430 BALI CT                          SAN JOSE         CA      95122     20250714 NOHEL ANGEL PINEDA                 C27              C27,"
20240128645,,,247 S MILL ST, S MILL ST                         SANTA PAULA     ,,,C36;C36,,50,"20240128645 O     CP    E           THE FORMULA PLUMBING & ROOTER INC                  0 247 S MILL ST                         SANTA PAULA      CA      93060     20250714 RICARDO MOISES HERNANDEZ GILDO     C36              C36,"
20240128646,,,20501 VOSE ST, VOSE ST                         WINNETKA        ,,,C54;C54,,51,"20240128646 O     SO    E           INSPO TILE                                         0 20501 VOSE ST                         WINNETKA         CA      91306     20250714 JOSE ANGEL MARTINEZ ALTAMIRANO     C54              C54,"
20240128650,,,1070 COLLEEN WAY, COLLEEN WAY                      SANTA BARBARA   ,,,,,52,"20240128650 O     LC    E           SANTA BARBARA GARAGE & GATE                        0 1070 COLLEEN WAY                      SANTA BARBARA    CA      93111     20250714 PATRICK MICHAEL RATHBUN            D28              D28,"
20240128651,,,9452 TELEPHONE RD,                VENTURA         ,,,C33;C33,,53,"20240128651 O     CP    E           GUSTAVO GP PAINTING INC                            0 9452 TELEPHONE RD #186                VENTURA          CA      93004     20250714 GUSTAVO GUEVARA PEREZ              C33              C33,"
20240128652,,,1605 W VIA RANCHO PARKWAY, W VIA RANCHO PARKWAY             ESCONDIDO       ,,,C39;C39,,54,"20240128652 O     CP    E           AMR ROOFING INC                                    0 1605 W VIA RANCHO PARKWAY             ESCONDIDO        CA      92029     20250714 MISAEL ERUBEY REYNA TELLO          C39              C39,"
20240128653,,,, VIA TAPIA                         SPRING VALLEY   ,,,C36;C36,,55,"20240128653 O     CP    E           FLUSH-LINE WEST                                    0 233 VIA TAPIA                         SPRING VALLEY    CA      91977     20250714 ANTHONY GUZMAN                     C36              C36,"
20240128666,,,, SPRUCE CIRCLE                    ANDERSON        ,,,C36;C36,,56,"20240128666 O     SO    E           PACIFIC PLUMBING PROS                              0 1934 SPRUCE CIRCLE                    ANDERSON         CA      96007     20250714 OSCAR ANTONIO OSEGUERA GALVAN      C36              C36,"
20240128667,,,14759 BITTERSWEET LN                  EAST, BITTERSWEET LN                  EASTVALE        ,,,C10;C10,,57,"20240128667 O     SO    E           LINGHONG JIA ELECTRICAL SERVICES                   0 14759 BITTERSWEET LN                  EASTVALE         CA      92880     20250714 LINGHONG JIA                       C10              C10,"
20240128672,,,2230 EDGEBROOK DR                     MODEST, EDGEBROOK DR                     MODESTO         ,,,C10;C10,,58,"20240128672 O     CP    E           ABOVE ALL ELECTRIC                                 0 2230 EDGEBROOK DR                     MODESTO          CA      95354     20250714 LUIS ANGEL GONZALEZ                C10              C10,"
20240128674,,,4628 ROMOLA AVE, ROMOLA AVE                       LA VERNE        ,,,,,59,"20240128674 O     LC    E           A&M CONSTRUCTION AND CONSULTING LLC                0 4628 ROMOLA AVE                       LA VERNE         CA      91750     20250714 ANTHONY MICHAEL PEREZ              B                B,"
20240128678,,,12227 CANYON MEADOWS DR, CANYON MEADOWS DR               RANCHO CUCAMONGA,,,,,60,"20240128678 O     CP    E           DP APEX CONSTRUCTION INC                           0 12227 CANYON MEADOWS DR               RANCHO CUCAMONGA CA      91739     20250714 PEI DU                             B                B,"
20240128684,,,600 CENTRAL AVE,                RIVERSIDE       ,,,C36;C36,,61,"20240128684 O     CP    E           CITY BOYS PLUMBING                                 0 600 CENTRAL AVE APT 74                RIVERSIDE        CA      92507     20250714 MIGUEL RODRIGUES HERRERA           C36              C36,"
20240128685,,,972 MORNINGSTAR CT                GARD,,,,,,62,"20240128685 O   CP   E   MNS BUILDERS                               0 972 MORNINGSTAR CT                GARDNERVILLE       NV   89460   20250714 VERSAIN EMMANUEL MARTINEZ OLVERA    B     B,"
20240128690,,,7122 SEVILLE AVE, SEVILLE AVE APT F            HUNTINGTON PARK   ,,,C16;C16,,63,"20240128690 O   CP   E   AS FIRE PROTECTION INC                     0 7122 SEVILLE AVE APT F            HUNTINGTON PARK    CA   90225   20250714 ARTURO MANUEL DE SANTIAGO JIMENEZ   C16   C16,"
20240128691,,,143 N BACKTON AVE, N BACKTON AVE                 LA PUENTE         ,,,C33;C33,,64,"20240128691 O   SO   E   GQ-PAINT                                   0 143 N BACKTON AVE                 LA PUENTE          CA   91744   20250714 GILBERTO A QUINTANA BUSTAMANTE      C33   C33,"
20240128692,,,308 S MYERS PL, S MYERS PL                    INGLEWOOD         ,,,C49;C49,,65,"20240128692 O   CP   E   CORTES TREE CARE SERVICES                  0 308 S MYERS PL                    INGLEWOOD          CA   90301   20250714 JORGE CORTES CORTES                 C49   C49,"
20240128693,,,10437 NORMANDIE AVE, NORMANDIE AVE               LOS ANGELES       ,,,C33;C33,,66,"20240128693 O   CP   E   DYLANN PAINTERS INC                        0 10437 NORMANDIE AVE               LOS ANGELES        CA   90044   20250714 ELMER FRANCISCO GARCIA Y GARCIA     C33   C33,"
20240128695,,,14619 CLARK ST, CLARK ST                    BALDWIN PARK      ,,,C-8;C-8,,67,"20240128695 O   CP   E   SJT CONCRETE CREATIONS                     0 14619 CLARK ST                    BALDWIN PARK       CA   91706   20250714 LORENA TORRES                       C-8   C-8,"
20240128696,,,620 DEL MONTE AVE,B              SANTA BARBARA     ,,,C33;C33,,68,"20240128696 O   SO   E   OSITO PAINTING                             0 620 DEL MONTE AVE #B              SANTA BARBARA      CA   93101   20250714 VICTOR JIMENEZ CLEMENTE             C33   C33,"
20240128697,,,6725 AGRE ST, AGRE ST                      COMMERCE          ,,,C39;C39,,69,"20240128697 O   CP   E   CARVAJAL ROOFING CORP                      0 6725 AGRE ST                      COMMERCE           CA   90040   20250714 LUIS ENRIQUE CARVAJAL RUIZ          C39   C39,"
20240128698,,,2005 LAS LOMITAS DR, LAS LOMITAS DRIVE            HACIENDA HEIGHTS  ,,,C49;C49,,70,"20240128698 O   CP   E   MENDOZA'S TREE SERVICE CORP                0 2005 LAS LOMITAS DRIVE            HACIENDA HEIGHTS   CA   91745   20250714 MARBELLA MARISCAL DIAZ              C49   C49,"
20240128699,,,1075 CANYON SPRING LN, CANYON SPRING LN             DIAMOND BAR       ,,,C10;C10,,71,"20240128699 O   CP   E   BRIGHT MEN ELECTRIC CORP                   0 1075 CANYON SPRING LN             DIAMOND BAR        CA   91765   20250714 JOSE GUADALUPE HERRERA JIMENEZ      C10   C10,"
20240128700,,,2566 CHESTNUT AVE,              LONG BEACH        ,,,C27;C27,,72,"20240128700 O   CP   E   ABUNDIS LANDSCAPING CORPORATION            0 2566 CHESTNUT AVE #3              LONG BEACH         CA   90806   20250714 DANIEL ABUNDIS RODRIGUEZ            C27   C27,"
20240128701,,,515 COYLE AVE, COYLE AVE                     ARCADIA           ,,,C36;C36,,73,"20240128701 O   CP   E   ESTRADA PLUMBING SERVICES INC              0 515 COYLE AVE                     ARCADIA            CA   91006   20250714 PORFIRIO ELEAZAR ESTRADA ANGULO     C36   C36,"
20240128702,,,4902 N VECINO DR, N VECINO DR                  COVINA            ,,,,,74,"20240128702 O   CP   E   TRIPLE PRO CONSTRUCTION INC                0 4902 N VECINO DR                  COVINA             CA   91722   20250714 VICTOR MANUEL NAVA GONZALEZ,JR      B     B,"
20240128703,,,14050 BECKNER ST, BECKNER ST                  LA PUENTE         ,,,C33;C33,,75,"20240128703 O   CP   E   AMA PAINTING CORP                          0 14050 BECKNER ST                  LA PUENTE          CA   91746   20250714 ANGEL ALFREDO VARGAS SANCHEZ        C33   C33,"
20240128704,,,16133 E SAN BERNARDINO RD, E SAN BERNARDINO RD         COVINA            ,,,C27;C27,,76,"20240128704 O   CP   E   IBARRA'S GARDENING INC                     0 16133 E SAN BERNARDINO RD         COVINA             CA   91722   20250714 ROBERTO IBARRA                      C27   C27,"
20240128705,,,20250714 CHRIST, TOCINO                        DUARTE            ,,,,,77,"20240128705 O   CP   E   CHRIS BUILDING CORP                        0 730 TOCINO                        DUARTE             CA   91010   20250714 CHRISTOPHER EWING RAY               B     B,"
20240128706,,,347 ORANUT LN, ORANUT LN                     LA PUENTE         ,,,C35;C35,,78,"20240128706 O   CP   E   D R STUCCO INC                             0 347 ORANUT LN                     LA PUENTE          CA   91746   20250714 JOSE DEL REAL                       C35   C35,"
20240128707,,,3809 DENKER AVE, DENKER AVE                   LOS ANGELES       ,,,B-2;B-2,,79,"20240128707 O   CP   E   JD ELITE REMODELING INC                    0 3809 DENKER AVE                   LOS ANGELES        CA   90062   20250714 JEFFERSON ANDREE LOPEZ DUBON        B-2   B-2,"
20240128708,,,4433 CEDAR AVE, CEDAR AVE                    EL MONTE          ,,,C33;C33,,80,"20240128708 O   CP   E   JRL PRIME TIME PAINTING                    0 4433 CEDAR AVE                    EL MONTE           CA   91732   20250714 JONATHAN RICARDO LORENZANA          C33   C33,"
20240128711,,,4726 LOMITA ST,              LOS ANGELES       ,,,,,81,"20240128711 O   CP   E   RIVAS EDGE CONSTRUCTION                    0 4726 LOMITA ST APT 3              LOS ANGELES        CA   90019   20250714 BRYAN NOEL RIVAS                    B     B,"
20240128714,,,132 E WASHINGTON AVE, E WASHINGTON AVE              EL CAJON          ,,,C54;C54,,82,"20240128714 O   CP   E   RUELAS TILE RENOVATION INC                 0 132 E WASHINGTON AVE              EL CAJON           CA   92020   20250714 BRYAN IGNACIO RUELAS CRUZ           C54   C54,"
20240128716,,,1658 E WASHINGTON AVE, E WASHINGTON AVE             ESCONDIDO         ,,,C35;C35,,83,"20240128716 O   CP   E   LENAR PLASTERING INC                       0 1658 E WASHINGTON AVE             ESCONDIDO          CA   92027   20250714 DANIEL GUADALUPE LEMUS NARANJO      C35   C35,"
20240128718,,,4191 DELTA ST, DELTA ST                     SAN DIEGO         ,,,C27;C27,,84,"20240128718 O   CP   E   G LANDSCAPING                              0 4191 DELTA ST                     SAN DIEGO          CA   92113   20250714 ERICK GIOVANY GARCIA SUAREZ         C27   C27,"
20240128720,,,844 OAKLAWN AVE                   CHULA VIST, OAKLAWN AVE                   CHULA VISTA       ,,,,,85,"20240128720 O   CP   E   VILLAS CONSTRUCTION SOLUTIONS INC          0 844 OAKLAWN AVE                   CHULA VISTA        CA   91911   20250714 FRANCISCO VILLA VEGA                B     B,"
20240128721,,,, VEREDA SOL DE DIOS          SAN DIEGO         ,,,,,86,"20240128721 O   CP   E   WALL CONSTRUCTION INC                      0 10863 VEREDA SOL DE DIOS          SAN DIEGO          CA   92130   20250714 OMAR TORRIJOS-HERRERA               B     B,"
20240128723,,,4615 VALLEY HI DR, VALLEY HI DR                 SACRAMENTO        ,,,,,87,"20240128723 O   CP   E   M M R PROBUILDERS                          0 4615 VALLEY HI DR                 SACRAMENTO         CA   95823   20250714 MANUEL MACIEL REYES                 B     B,"
20240128735,,,39405 MURRIETA HOT SPRINGS RD, MURRIETA HOT SPRINGS RD     MURRIETA          ,,,C10;C10,,88,"20240128735 O   SO   E   MARK KERR ELECTRIC                         0 39405 MURRIETA HOT SPRINGS RD     MURRIETA           CA   92563   20250714 MARK CHRISTOPHER KERR               C10   C10,"
20240128736,,,21513 LOST RIVER DR, LOST RIVER DR               DIAMOND BAR       ,,,C10;C10,,89,"20240128736 O   SO   E   WH ELECTRICAL                              0 21513 LOST RIVER DR               DIAMOND BAR        CA   91765   20250714 WENHAO HUANG                        C10   C10,"
20240128737,,,12735 E DINUBA AVE, E DINUBA AVE                SELMA             ,,,C51;C51,,90,"20240128737 O   SO   E   SELMA STEEL BUILDINGS                      0 12735 E DINUBA AVE                SELMA              CA   93662   20250714 JOAQUIN GOMEZ CHAVEZ                C51   C51,"
20240128738,,,, PAYTON                       IRVINE            ,,,,,91,"20240128738 O   SO   E   JUNJUN WANG                                0 3302 PAYTON                       IRVINE             CA   92620   20250714 JUNJUN WANG                         B     B,"
20240128739,,,9185 CLAY CANYON DR, CLAY CANYON DR               CORONA            ,,,C10;C10,,92,"20240128739 O   SO   E   SHUAI ELECTRICAL                           0 9185 CLAY CANYON DR               CORONA             CA   92883   20250714 SHUAI LIU                           C10   C10,"
20240128741,,,,RD ST                       OAKLAND           ,,,,,93,"20240128741 O   SO   E   JOSE REYES MARTIN                          0 836 33RD ST                       OAKLAND            CA   94608   20250714 JOSE LUIS REYES MARTIN              B     B,"
20240128747,,,884 ALAMEDA AVE, ALAMEDA AVE                   SOUTH LAKE TAHOE  ,,,C49;C49,,94,"20240128747 O   SO   E   ALPENGLOW TREE SERVICE                     0 884 ALAMEDA AVE                   SOUTH LAKE TAHOE   CA   96150   20250714 TRAVIS DAVID JUNKIN                 C49   C49,"
20240128748,,,905 ENCINO VISTA DR, ENCINO VISTA DR               THOUSAND OAKS     ,,,,,95,"20240128748 O   CP   E   TERRANOVA DEVELOPMENT INC                  0 905 ENCINO VISTA DR               THOUSAND OAKS      CA   91362   20250714 PATRICIA ERIN THOMPSON              B     B,"
20240128750,,,11613 BROADWAY AVE, BROADWAY AVE APT B          WHITTIER          ,,,C39;C39,,96,"20240128750 O   SO   E   FROSTY ROOFING                             0 11613 BROADWAY AVE APT B          WHITTIER           CA   90601   20250714 EFRAIN MIGUEL RODRIGUEZ             C39   C39,"
20240128751,,,2113 BLOSSOM RANCH ROAD, BLOSSOM RANCH ROAD           PATTERSON         ,,,C20;C20,,97,"20240128751 O   SO   E   CALIX HEATING AND AIR CONDITIONING         0 2113 BLOSSOM RANCH ROAD           PATTERSON          CA   95363   20250714 MICHAEL HUMBERTO CHAVEZ CALIX       C20   C20,"
20240128752,,,3201 OLIVE ST, OLIVE ST APT B               HUNTINGTON PARK   ,,,C-7;C-7,,98,"20240128752 O   CP   E   CALI CABLE INC                             0 3201 OLIVE ST APT B               HUNTINGTON PARK    CA   90255   20250714 HUGO RICARDO GALVEZ                 C-7   C-7,"
20240128770,,,575 FIR CT                        OXNARD, FIR CT                        OXNARD            ,,,C39;C39,,99,"20240128770 O   CP   E   T2 BROTHERS ROOFING INC                    0 575 FIR CT                        OXNARD             CA   93033   20250714 EDUARDO TORRES TORRES,JR            C39   C39,"
20240128791,,,2376 COCHRAN ST, COCHRAN ST                   SIMI VALLEY       ,,,C36;C36,,100,"20240128791 O   SO   E   MARTHA MELISSA ROBLES                      0 2376 COCHRAN ST                   SIMI VALLEY        CA   93065   20250714 MARTHA MELISSA ROBLES               C36   C36,"
20240128802,,,2511 OARFISH LN                   OXNARD, OARFISH LN                   OXNARD            ,,,,,101,"20240128802 O   CP   E   R & R RAIN GUTTERS SYSTEMS INC             0 2511 OARFISH LN                   OXNARD             CA   93035   20250714 RAFAEL RAMIREZ DUENAS               D24   D24,"
20240128840,,,36218 MAGELLAN DR, MAGELLAN DR                 FREMONT           ,,,C36;C36,,102,"20240128840 O   SO   E   INTEGRITY PLUMBING                         0 36218 MAGELLAN DR                 FREMONT            CA   94536   20250714 NELSON EMMANUEL NAVARRETE ESTRADA   C36   C36,"
20240128843,,,849 SAN MARINO AVE, SAN MARINO AVE                MONTEBELLO        ,,,C39;C39,,103,"20240128843 O   SO   E   ELYSIAN ROOFING                            0 849 SAN MARINO AVE                MONTEBELLO         CA   90640   20250714 ALAN ABEL CAMORLINGA                C39   C39,"
20240129003,,,3528 E AVE,                     PALMDALE          ,,,C-6;C-6,,104,"20240129003 O   CP   E   GLDN CABINETS                              0 3528 E AVE Q6                     PALMDALE           CA   93550   20250714 EDDY ROLANDO BOROR AJIN             C-6   C-6,"
20240129006,,,2 BURIN AVE, BURIN AVE               INGLEWOOD         ,,,,,105,"20240129006 O   CP   E   BERNAL GENERAL CONSTRUCTION CORP           0 10833 1/2 BURIN AVE               INGLEWOOD          CA   90304   20250714 OSCAR BERNAL RANGEL                 B     B,"
20240129010,,,523 S CABRILLO AVE                SAN PEDR, S CABRILLO AVE                SAN PEDRO         ,,,C17;C17,,106,"20240129010 O   CP   E   SOUTH BAY GLASS INC                        0 523 S CABRILLO AVE                SAN PEDRO          CA   90731   20250714 IVAN RIVERA VELASQUEZ               C17   C17,"
20240129162,,,2712 LOKER AVE,            CARLSBAD          ,,,,,107,"20240129162 O   CP   W   NORTH COUNTY REMODELING INC                0 2712 LOKER AVE W #1210            CARLSBAD           CA   92010   20250714                                           B,"
