license_number,business_name,status,address,city_state_zip,phone,bond_amount,classifications,expire_date,line_number,raw_text
20240122806,,,3385 BASS LAKE ROAD, EL DORADO HILLS     ,888745 3385,,,,14,"20240122806 O     CP    W           ROB MORENO CONSTRUCTION INC                 888745 3385 BASS LAKE ROAD SUITE 140,PMB 5027 EL DORADO HILLS      CA          95762       20250716                                                    B,"
20240123206,,,207 N NEW AVE, N NEW AVENUE                       MONTEREY PARK       ,,,,,15,"20240123206 O     CP    W           INGENUITY HOMEBUILDER INC                        0 207 N NEW AVENUE                       MONTEREY PARK        CA      917552019       20250716                                                    B,"
20240123246,,,250 W HOWARD ST,             PASADENA            ,,,,,16,"20240123246 O     CP    W           UDS CONSTRUCTION INC                             0 250 W HOWARD STREET UNIT 3             PASADENA             CA          91103       20250716                                                    B,"
20240123394,,,1763 WOLVERINE WAY                     VIST, WOLVERINE WAY                     VISTA               ,,,C33,,17,"20240123394 O     SO    W           DEREK HESS PAINTING                              0 1763 WOLVERINE WAY                     VISTA                CA          92084       20250716                                                    C33,"
20240123488,,,, MOSS CREEK CIR                    FAIR OAKS           ,,,,,18,"20240123488 O     SO    E           ROJO BUILDER                                     0 5947 MOSS CREEK CIR                    FAIR OAKS            CA          95628       20250716 EMILIO ROJO-HERNANDEZ             B                B,"
20240123552,,,1021 ACOSTA ST, ACOSTA ST                         SALINAS             ,132168 1021,,C54,,19,"20240123552 O     CP    W           ROCHA TILE & STONE INC                     1132168 1021 ACOSTA ST                         SALINAS              CA          93905       20250716                                                    C54,"
20240123904,,,1325 HOWARD AVE,            BURLINGAME          ,,,C36,,20,"20240123904 O     LC    W           DISCOUNT PLUMBING ROOTER SERVICES LLC            0 1325 HOWARD AVENUE BLDG 710            BURLINGAME           CA          94010       20250716                                                    A,C36,"
20240123964,,,64050 ENCHANTED ROAD, ENCHANTED ROAD                   DESERT HOT SPRINGS  ,,,C49,,21,"20240123964 O     CP    E           DESERT GOLD TREE SERVICES INC                    0 64050 ENCHANTED ROAD                   DESERT HOT SPRINGS   CA          92240       20250716                                                    C49,"
20240124557,,,,                            COOL                ,,,C60;C60,,22,"20240124557 O     LC    E           DIVIDE METAL WORKS WELDING SERVICES LLC          0 P O BOX 124                            COOL                 CA          95614       20250716 CLAYTON DYLAN SMITH               C60              C60,"
20240124979,,,4900 RANGE LAND ROAD,,,,C27,,23,"20240124979 O     LC    W           LITTLE GUY LANDSCAPING                           0 4900 RANGE LAND ROAD                   RENO                 NV          89510       20250716                                                    C27,"
20240125137,,,, ONKAYHA                          IRVINE              ,,,,,24,"20240125137 O     CP    W           PRISMATIC CONSTRUCTION                           0 13636 ONKAYHA                          IRVINE               CA          92620       20250716                                                    B,"
20240125193,,,1517 ROLLING HILLS DR, ROLLING HILLS DRIVE               FULLERTON           ,,,C10,,25,"20240125193 O     SO    W           BOOTHE ELECTRIC                                  0 1517 ROLLING HILLS DRIVE               FULLERTON            CA          92835       20250716                                                    C10,"
20240125410,,,517 RUSH DR,                      SAN MARCOS          ,,,,,26,"20240125410 O     CP    E           WATER DAMAG REMEDIATION                          0 517 RUSH DRIVE 73                      SAN MARCOS           CA          92078       20250716 OSCAR ARMANDO HERNANDEZ           D64              D64,"
20240125830,,,14776 HARTFORD ST, HARTFORD ST                      MOORPARK            ,,,C-8;C-8,,27,"20240125830 O     SO    E           AMEZCUA CONCRETE                                 0 14776 HARTFORD ST                      MOORPARK             CA          93021       20250716 JAIME AMEZCUA BLANCO              C-8              C-8,"
20240125840,,,3368 OLSEN DR, OLSEN DRIVE                       SAN JOSE            ,,,,,28,"20240125840 O     SO    E           EH CONSTRUCTION                                  0 3368 OLSEN DRIVE                       SAN JOSE             CA          95117       20250716 EDWARD HUANG                      B                B,"
20240125939,,,,                           BLUE JAY            ,,,,,29,"20240125939 O     SO    E           D KRAUS CONSTRUCTION                             0 P O BOX 2033                           BLUE JAY             CA          92317       20250716 DERRICK ALLAN KRAUS,JR            B                B,"
20240125972,,,809 TURTLE CREEK BOULEVARD             AUST,,,,,,30,"20240125972 O     LC    W           PRIMARY CONCRETE LLC                       1108671 809 TURTLE CREEK BOULEVARD             AUSTIN               TX          78745       20250716                                                    A,"
20240126157,,,,                            SANTA ROSA          ,,,,,31,"20240126157 O     CP    W           BAER GENERAL CONSTRUCTION INC               791889 PO BOX 6572                            SANTA ROSA           CA          95406       20250716                                                    B,"
20240126469,,,1145 E BARHAM DR,               SAN MARCOS          ,,,C39;C39,,32,"20240126469 O     SO    E           SOUTHWORTH ROOFING                               0 1145 E BARHAM DRIVE #137               SAN MARCOS           CA          92078       20250716 LAURELYN MARIE SOUTHWORTH         C39              C39,"
20240126477,,,453 S SPRING STREET ST,            LOS ANGELES         ,,,C36,,33,"20240126477 O     LC    W           NOVO MAINTENANCE LLC                             0 453 S SPRING STREET STE 400            LOS ANGELES          CA          90013       20250716                                                    C36,"
20240126667,,,801 S MARYLAND AVE,              GLENDALE            ,,,,,34,"20240126667 O     CP    E           TRUEVOLV CONSTRUCTIONS                           0 801 S MARYLAND AVE, APT 5              GLENDALE             CA          91205       20250716 DAVIT GRIGORYAN                   B                B,"
20240126675,,,1822 LOMA VISTA ST, LOMA VISTA ST APT A               RIVERSIDE           ,,,C33;C33,,35,"20240126675 O     CP    E           GOV NEXT LEVEL PRO PAINTING                      0 1822 LOMA VISTA ST APT A               RIVERSIDE            CA          92507       20250716 FELICIANO GONZALEZ MARTIN         C33              C33,"
20240126762,,,,TH STREET UNIT A                SANTA MONICA        ,,,,,36,"20240126762 O     CP    E           DELTA WRIGHT DESIGN AND RENOVATION               0 1243 25TH STREET UNIT A                SANTA MONICA         CA          90404       20250716 DELTA SHANNON WRIGHT              B                B,"
20240126774,,,20250716 MANUEL OCT,                    SACRAMENTO          ,,,C39;C39,,37,"20240126774 O     CP    E           REYNOSO ROOFING INC                              0 7547 FRANKLIN BL #4                    SACRAMENTO           CA          95823       20250716 MANUEL OCTAVIO REYNOSO            C39              C39,"
20240127086,,,1008 NEWINGTON ST, NEWINGTON STREET                  SALINAS             ,,,C33;B-2,,38,"20240127086 O     CP    W           SIDE'Z REMODELING & PAINTING                     0 1008 NEWINGTON STREET                  SALINAS              CA          93906       20250716                                                    C33,B-2,"
20240127115,,,24719 PAPPAS ROAD, PAPPAS ROAD                      RAMONA              ,,,C10;C10,,39,"20240127115 O     CP    E           ZNITH INDUSTRIES                                 0 24719 PAPPAS ROAD                      RAMONA               CA          92065       20250716 ELOY ALEXANDER ESPARZA            C10              C10,"
20240127170,,,2142 WESTINGHOUSE ST, WESTINGHOUSE ST                   SAN DIEGO           ,,,C27;C27,,40,"20240127170 O     SO    E           RAMIREZ SCAPE                                    0 2142 WESTINGHOUSE ST                   SAN DIEGO            CA          92111       20250716 FRANCISCO PEDRO RAMIREZ           C27              C27,"
20240127173,,,3624 VIA PALOMINO                      PALOS VERDES EST, VIA PALOMINO                      PALOS VERDES ESTATES,,,,,41,"20240127173 O     CP    E           O'CONNOR PROPERTY SERVICES                       0 3624 VIA PALOMINO                      PALOS VERDES ESTATES CA          90274       20250716 DANIEL KIP O'CONNOR               B                B,"
20240127236,,,1408 GOLDEN RAIN RD,             WALNUT CREEK        ,,,,,42,"20240127236 O     SO    E           TIMOTHY SHAO CHUN CHU                            0 1408 GOLDEN RAIN RD UNIT 5             WALNUT CREEK         CA          94595       20250716 TIMOTHY SHAO CHUN CHU             B                B,"
20240127611,,,18351 COLIMA ROAD ST,              ROWLAND HEIGHTS     ,,,,,43,"20240127611 O     CP    E           DEYANG SERVICE INC                               0 18351 COLIMA ROAD STE 830              ROWLAND HEIGHTS      CA          91748       20250716                                                    B,"
20240127615,,,1680 EL NIDO AVE, EL NIDO AVE                       PERRIS              ,,,C-6,,44,"20240127615 O     LC    W           JUST ANOTHER CREATION MILLWORK LLC               0 1680 EL NIDO AVE                       PERRIS               CA          92571       20250716                                                    C-6,"
20240127753,,,4732 ROBERT FROST WAY, ROBERT FROST WAY                  SACRAMENTO          ,,,,,45,"20240127753 O     CP    W           ALLIS HOME IMPROVEMENTS INC                      0 4732 ROBERT FROST WAY                  SACRAMENTO           CA          95842       20250716                                                    B,"
20240127949,,,,TH STREET                    LOS ANGELES         ,,,C12,,46,"20240127949 O     CP    W           ORIGIN PAVING INC                                0 1526 E 105TH STREET                    LOS ANGELES          CA          90002       20250716                                                    C12,"
20240127964,,,27 PAMARON WAY, PAMARON WAY SUITE H                 NOVATO              ,,,C36;C36,,47,"20240127964 O     CP    E           JOHN GLEASON PLUMBING INC                        0 27 PAMARON WAY SUITE H                 NOVATO               CA          94949       20250716 KEVIN MICHAEL GINGHEV             C36              C36,"
20240128070,,,1935 S VOORHEES AVE,A                 REDONDO BEACH       ,,,,,48,"20240128070 O     CP    W           RIGHT TECHINQUE SOLUTIONS CORP                   0 1935 S VOORHEES AVE #A                 REDONDO BEACH        CA          90278       20250716                                                    B,"
20240128103,,,1701 LUPINE AVE, LUPINE AVE                        MONTEREY PARK       ,,,C36;C36,,49,"20240128103 O     CP    E           FRONTRUNNERS PLUMBING                            0 1701 LUPINE AVE                        MONTEREY PARK        CA          91755       20250716 WALTER CRISTIAN ORTIZ             C36              C36,"
20240128296,,,72830 CALLIANDRA ST, CALLIANDRA STREET                PALM DESERT         ,125524 7283,,C27,,50,"20240128296 O     LC    W           THE GARDEN DESIGN GROUP LLC                1125524 72830 CALLIANDRA STREET                PALM DESERT          CA          92260       20250716                                                    C27,"
20240128377,,,,                            OCEANO              ,,,C27,,51,"20240128377 O     CP    W           AGUILAR LANDSCAPE & MAINTENANCE                  0 P O BOX 271                            OCEANO               CA          93445       20250716                                                    C27,"
20240128417,,,669 MACARTHUR AVE, MACARTHUR AVE                      REDWOOD CITY        ,,,C27,,52,"20240128417 O     LC    W           ORENDAIN LANDSCAPES LLC                    1082403 669 MACARTHUR AVE                      REDWOOD CITY         CA          94063       20250716                                                    C27,"
20240128558,,,8158 OTIUM CT, OTIUM CT                          ANTELOPE            ,,,,,53,"20240128558 O     CP    W           MAKO CONSTRUCTION                                0 8158 OTIUM CT                          ANTELOPE             CA          95843       20250716                                                    B,"
20240128559,,,3649 BAUSELL ST, BAUSELL ST                        SACRAMENTO          ,,,,,54,"20240128559 O     CP    W           WEST POINT INTERIORS INC                         0 3649 BAUSELL ST                        SACRAMENTO           CA          95821       20250716                                                    B,"
20240128712,,,463 W MONTEREY AVE, W MONTEREY AVE                     POMONA              ,,,,,55,"20240128712 O     CP    E           BEAS CONSTRUCTION COMPANY                        0 463 W MONTEREY AVE                     POMONA               CA          91768       20250716 GILBERTO BEAS CAMACHO             B                B,"
20240128725,,,7454 COSGROVE WAY, COSGROVE WAY                      SACRAMENTO          ,,,,,56,"20240128725 O     CP    E           PS HOME IMPROVEMENTS                             0 7454 COSGROVE WAY                      SACRAMENTO           CA          95822       20250716 ESTEBAN PACHECO DOMINGUEZ         B                B,"
20240128799,,,2812 GRANT ST,D                   CONCORD             ,,,,,57,"20240128799 O     CP    E           JVLC INC                                         0 2812 GRANT ST APT #D                   CONCORD              CA          94520       20250716 JORGE ALBERTO ARMENTA GALLEGOS    B                B,"
20240128881,,,9613 BOCA RATON WAY, BOCA RATON WAY                    DISCOVERY BAY       ,,,C27;C27,,58,"20240128881 O     LC    E           APEZ LANDSCAPING LLC                             0 9613 BOCA RATON WAY                    DISCOVERY BAY        CA          94505       20250716 MICHAEL DAVID KEARNEY             C27              C27,"
20240128914,,,635 NEW CUT RD,,,,C50;C50,,59,"20240128914 O     LC    E           GALICIA RODBUSTERS                               0 635 NEW CUT RD                         BRASELTON            GA          30517       20250716 JESSICA OCHOA VARGAS              C50              C50,"
20240128927,,,,RD STREET APT A                  RIVERSIDE           ,,,C20;C20,,60,"20240128927 O     SO    E           MECHANICAL MCIVER                                0 4158 3RD STREET APT A                  RIVERSIDE            CA          92501       20250716 MICHAEL RALPH MCIVER              C20              C20,"
20240128961,,,15301 SEPTO ST, SEPTO ST                         MISSION HILLS       ,,,C33;C33,,61,"20240128961 O     SO    E           ALPHA AND OMEGA PAINTING                         0 15301 SEPTO ST                         MISSION HILLS        CA          91345       20250716 CARLOS F GARCIA MENDOZA           C33              C33,"
20240128968,,,20250716 PHILLIP ANDR,      ROSEVILLE           ,,,C49;C49,,62,"20240128968 O     CP    E           BIANCO TREE MANAGEMENT                           0 1420 E ROSEVILLE PKWY,STE 140-327      ROSEVILLE            CA          95661       20250716 PHILLIP ANDREW JOHNSON            C49              C49,"
20240128970,,,3400 COTTAGE WAY ST,         SACRAMENTO          ,,,,,63,"20240128970 O     LC    E           SUNLINE GARAGE DOORS LLC                         0 3400 COTTAGE WAY STE 62 #30043         SACRAMENTO           CA          95825       20250716 OSVALDO COUTINO                   D28              D28,"
20240128971,,,2429 W CAMDEN PL, W CAMDEN PL                       SANTA ANA           ,,,,,64,"20240128971 O     SO    E           JFG REGLAZING SERVICES                           0 2429 W CAMDEN PL                       SANTA ANA            CA          92704       20250716 JOAQUIN VERDUZCO                  D12              D12,"
20240128975,,,20250716 DAVID EDWARD,,,,C-7;C-7,,65,"20240128975 O     CP    E           INTERGRATED ELE RESOURCES INC                    0 17145 NW 13TH STREET                   PEMBROKE PINES       FL          33028       20250716 DAVID EDWARD SIGEL                C-7              C-7,"
20240128976,,,3550 SAN PABLO DAM ROAD,         EL SOBRANTE         ,,,A4,,66,"20240128976 O     SO    E           PACIFIC CONSTRUCTION                             0 3550 SAN PABLO DAM ROAD APT A4         EL SOBRANTE          CA          94803       20250716 JORGE ALBERTO OLEA SANTIAGO       B                B,"
20240128982,,,,          GILROY               ,,,,,67,"20240128982   O   CP   E   RMPC CONSTRUCTION INC                              0 7661 1ST ST APT #45          GILROY                CA   95020   20250716 FRANCISCO J MACIAS VILLAVICENCIO   B     B,"
20240128986,,,9053 WILLIS AVE,       PANORAMA CITY        ,,,C39;C39,,68,"20240128986   O   CP   E   FAR ROOFING                                        0 9053 WILLIS AVE UNIT 2       PANORAMA CITY         CA   91402   20250716 ALFONSO FLORES ROSALES             C39   C39,"
20240128988,,,1561 RIDGECREST ST, RIDGECREST ST APT G     MONTEREY PARK        ,,,,,69,"20240128988   O   CP   E   ZUNIGA GENERAL CONSTRUCTION                        0 1561 RIDGECREST ST APT G     MONTEREY PARK         CA   91754   20250716 SAMUEL ABISAI ZUNIGA NERIO         B     B,"
20240128989,,,18048 ANNES CIRCLE ST,   CANYON COUNTRY       ,,,,,70,"20240128989   O   LC   E   M BOZETTI PROPERTY MANAGEMENT SERVICES LLC         0 18048 ANNES CIRCLE STE 205   CANYON COUNTRY        CA   91387   20250716 MAURICIO BOZETTI DE OLIVEIRA       B     B,"
20240128990,,,886 BROOKESIDE AVE, BROOKESIDE AVE           SANTA MARIA          ,,,,,71,"20240128990   O   CP   E   CAL-MICH CONSTRUCTION INC                          0 886 BROOKESIDE AVE           SANTA MARIA           CA   93455   20250716 FELIPE GERARDO LEAL CARDENAS       B     B,"
20240128991,,,7437 REMMET AVE, REMMET AVE              CANOGA PARK          ,,,C54;C54,,72,"20240128991   O   CP   E   NCH TILE & STONE DESIGNS                           0 7437 REMMET AVE              CANOGA PARK           CA   93550   20250716 UBEL AMALIN CHAVEZ OROZCO          C54   C54,"
20240129007,,,14131 DAUBERT ST, DAUBERT ST             SAN FERNANDO         ,,,C27;C27,,73,"20240129007   O   CP   E   THE BROS LANDSCAPING                               0 14131 DAUBERT ST             SAN FERNANDO          CA   91340   20250716 ALEXIS RIVERA SANCHEZ              C27   C27,"
20240129008,,,9009 KATHERINE AVE, KATHERINE AVE           PANORAMA CITY        ,,,,,74,"20240129008   O   CP   W   AUDELI AA GENERAL CONSTRUCTION INC                 0 9009 KATHERINE AVE           PANORAMA CITY         CA   91402   20250716                                          B,"
20240129018,,,1152 N MOHICAN WAY,    ANAHEIM              ,,,C20;C20,,75,"20240129018   O   CP   E   CLIMEX HEATING & COOLING                           0 1152 N MOHICAN WAY APT 21    ANAHEIM               CA   92801   20250716 ARMANDO LOPEZ DIAZ                 C20   C20,"
20240129020,,,715 N GARFIELD ST, N GARFIELD ST APT A      SANTA ANA            ,,,C39;C39,,76,"20240129020   O   CP   E   FINA ROOFING                                       0 715 N GARFIELD ST APT A      SANTA ANA             CA   92701   20250716 NESTOR ALEJANDRO DIAZ              C39   C39,"
20240129024,,,458 YORBITA RD, YORBITA RD               LA PUENTE            ,,,,,77,"20240129024   O   SO   E   QIANYU LIU                                         0 458 YORBITA RD               LA PUENTE             CA   91744   20250716                                          B,"
20240129032,,,1859 SANTA FE AVE, SANTA FE AVE            ANTIOCH              ,,,,,78,"20240129032   O   SO   E   EG CONSTRUCTION                                    0 1859 SANTA FE AVE            ANTIOCH               CA   94509   20250716 EFREN GILDO                        B     B,"
20240129056,,,2 CUST,              REDWOOD CITY         ,,,,,79,"20240129056   O   LC   E   R2 CUSTOM BUILDZ LLC                               0 66 NUEVA AVE #2              REDWOOD CITY          CA   94061   20250716 RAFAEL ZAVALETA                    B     B,"
20240129057,,,4937 RUTTNER PL, RUTTNER PLACE           SAN JOSE             ,,,C36;C36,,80,"20240129057   O   LC   E   VALLE'S PLUMBING AND ROOTER LLC                    0 4937 RUTTNER PLACE           SAN JOSE              CA   95111   20250716 ERNEST CHARLES VALLE               C36   C36,"
20240129058,,,3095 BAYWOOD LANE, BAYWOOD LANE            SAN PABLO            ,,,C10;C10,,81,"20240129058   O   SO   E   ELECTRIC POWER                                     0 3095 BAYWOOD LANE            SAN PABLO             CA   94806   20250716 JOEVEEC JUSTINE CANO PASCUA        C10   C10,"
20240129059,,,7323 STRATFORD ST, STRATFORD ST            SACRAMENTO           ,,,C49;C49,,82,"20240129059   O   CP   E   NORTHERN VALLEY TREE SERVICE                       0 7323 STRATFORD ST            SACRAMENTO            CA   95822   20250716 ALEXANDER MOREYRA MARTINEZ         C49   C49,"
20240129061,,,1449 DUBERT LN,         SAN JOSE             ,,,C20;C20,,83,"20240129061   O   SO   E   SERRANO'S MECHANICAL SYSTEMS                       0 1449 DUBERT LN APT 1         SAN JOSE              CA   95122   20250716 EDGAR VAZQUEZ SERRANO              C20   C20,"
20240129062,,,310 MARKET ST,    SAN DIEGO            ,,,C10;C10,,84,"20240129062   O   LC   E   FATUM ELECTRIC LLC                                 0 310 MARKET STREET APT 101    SAN DIEGO             CA   92101   20250716 CHRISTOPHER LEE HIATT BASTIAN      C10   C10,"
20240129063,,,710 EL CAMINO PARAISO        HOLLIST, EL CAMINO PARAISO        HOLLISTER            ,,,C-8;C-8,,85,"20240129063   O   SO   E   BLACK LINE CONCRETE                                0 710 EL CAMINO PARAISO        HOLLISTER             CA   95023   20250716 JOSE FRANCISCO ARVIZU              C-8   C-8,"
20240129064,,,,                SANTA BARBARA        ,,,,,86,"20240129064   O   SO   E   VJ GARCIA CONSTRUCTION                             0 P O BOX 41901                SANTA BARBARA         CA   93140   20250716 JUAN GARCIA VARGAS                 B     B,"
20240129065,,,2811 HOLLISTER ST, HOLLISTER ST            SIMI VALLEY          ,,,C-8;C-8,,87,"20240129065   O   CP   E   MAVEN CONCEPT CONCRETE                             0 2811 HOLLISTER ST            SIMI VALLEY           CA   93065   20250716 ULISES GERARDO PENA                C-8   C-8,"
20240129066,,,7011 VAN NOORD AVE, VAN NOORD AVE           NORTH HOLLYWOOD      ,,,,,88,"20240129066   O   CP   E   LIMITLESS CONSTRUCTION SOLUTIONS                   0 7011 VAN NOORD AVE           NORTH HOLLYWOOD       CA   91605   20250716 AKOP GAZAZYAN                      B     B,"
20240129067,,,1501 FLORES ST, FLORES STREET           SEASIDE              ,,,C10;C10,,89,"20240129067   O   SO   E   REYES ELECTRIC                                     0 1501 FLORES STREET           SEASIDE               CA   93955   20250716 EDWIN REYES PEREZ                  C10   C10,"
20240129068,,,,TH AVENUE              SACRAMENTO           ,,,C38;C38,,90,"20240129068   O   CP   E   SON ICE                                            0 2410 8TH AVENUE              SACRAMENTO            CA   95818   20250716 JOHN JOSEPH MORRISSEY              C38   C38,"
20240129069,,,1525 HIGHLAND BLVD           HAYWARD, HIGHLAND BLVD           HAYWARD              ,,,,,91,"20240129069   O   CP   E   SAFETY GARAGE DOOR INC                             0 1525 HIGHLAND BLVD           HAYWARD               CA   94542   20250716 AMMAR KHADER HANFIEH               D28   D28,"
20240129071,,,7410 FRONTERA AVE, FRONTERA AVE            YUCCA VALLEY         ,,,,,92,"20240129071   O   SO   E   EXPRESS GARAGE DOOR REPAIR                         0 7410 FRONTERA AVE            YUCCA VALLEY          CA   92284   20250716 JOSHUA KEN WRIGHT                  D28   D28,"
20240129072,,,19506 ALDBURY ST, ALDBURY ST             SANTA CLARITA        ,,,,,93,"20240129072   O   SO   E   JOSEPH KRIKORIAN CONSTRUCTION                      0 19506 ALDBURY ST             SANTA CLARITA         CA   91351   20250716 JOSEPH KRIKORIAN                   B     B,"
20240129073,,,, POINSETTIA CIRCLE       CALIMESA             ,,,C20;C20,,94,"20240129073   O   LC   E   CRITICAL HEATING & AIR SOLUTIONS LLC               0 1120 POINSETTIA CIRCLE       CALIMESA              CA   92320   20250716 BILL RAY EDDY,JR                   C20   C20,"
20240129074,,,807 E KAWEAH AVE, E KAWEAH AVE             VISALIA              ,,,B-2;B-2,,95,"20240129074   O   SO   E   AMBRIZ REMODELING                                  0 807 E KAWEAH AVE             VISALIA               CA   93292   20250716 NOEMY AMBRIZ                       B-2   B-2,"
20240129075,,,949 S LONE PINE LN, S LONE PINE LN           ANAHEIM              ,,,,,96,"20240129075   O   CP   E   STUDS BUILDING AND CONSTRUCTION CO                 0 949 S LONE PINE LN           ANAHEIM               CA   92808   20250716 MAHAVIR YOGESH SHAH                B     B,"
20240129080,,,18939 FRIAR ST, FRIAR ST               TARZANA              ,,,,,97,"20240129080   O   LC   E   NEW HOME DESIGN LLC                                0 18939 FRIAR ST               TARZANA               CA   91335   20250716 NABIL REZAEL DASHTI                B     B,"
20240129087,,,5133 BLUFF ST, BLUFF STREET            NORCO                ,,,C10;C10,,98,"20240129087   O   SO   E   BERUMEN SERVICES                                   0 5133 BLUFF STREET            NORCO                 CA   92860   20250716 ANDREA BERUMEN                     C10   C10,"
20240129089,,,2814 CANYON DR               MODEST, CANYON DR               MODESTO              ,,,C20;C20,,99,"20240129089   O   CP   E   PROZONE TECH HEATING & COOLING INC                 0 2814 CANYON DR               MODESTO               CA   95351   20250716 MARIO PEREZ RUIZ,JR                C20   C20,"
20240129092,,,101 S LAKEVIEW UNIT I        PL, S LAKEVIEW UNIT I        PLACENTIA            ,,,,,100,"20240129092   O   SO   E   JIN YEOUNG CHANG                                   0 101 S LAKEVIEW UNIT I        PLACENTIA             CA   92870   20250716 JIN YEOUNG CHANG                   B     B,"
20240129093,,,909 W TEMPLE ST,A     LOS ANGELES          ,,,,,101,"20240129093   O   CP   E   MAKE CONSTRUCTION INC                              0 909 W TEMPLE ST APT 726A     LOS ANGELES           CA   90012   20250716 MARAT ARKENOV                      B     B,"
20240129094,,,8817 BAIRD AVE, BAIRD AVE               NORTHRIDGE           ,,,C36;C36,,102,"20240129094   O   CP   E   RNP PLUMBING AND ROOTER                            0 8817 BAIRD AVE               NORTHRIDGE            CA   91402   20250716 FRANCISCO OLVERA                   C36   C36,"
20240129098,,,8501 LOLA AVE                ST, LOLA AVE                STANTON              ,,,C27;C27,,103,"20240129098   O   CP   E   PEREZ LAWN CARE INC                                0 8501 LOLA AVE                STANTON               CA   90680   20250716 ANTONIO PEREZ MORENO               C27   C27,"
20240129105,,,317 WILSON ST, WILSON ST                PETALUMA             ,,,,,104,"20240129105   O   CP   E   PRECISION LINE CONSTRUCTION INC                    0 317 WILSON ST                PETALUMA              CA   94952   20250716 ROLANDO VELASCO VELASCO            B     B,"
20240129107,,,419 CHACO CANYON CT, CHACO CANYON CT          PETALUMA             ,,,C10;C10,,105,"20240129107   O   LC   E   SHARKEY ELECTRIC LLC                               0 419 CHACO CANYON CT          PETALUMA              CA   94954   20250716 DECLAN PETER SHAKEY                C10   C10,"
20240129110,,,, AVENIDA DEL GATO       SAN DIEGO            ,,,,,106,"20240129110   O   CP   E   FF CONSTRUCTION                                    0 11355 AVENIDA DEL GATO       SAN DIEGO             CA   92126   20250716 LINGTONG YU                        B     B,"
20240129112,,,3594 SPRINGBROOK AVE, SPRINGBROOK AVENUE      SAN JOSE             ,,,C27;C27,,107,"20240129112   O   SO   E   4 ALL BUILDERS LANDSCAPING                         0 3594 SPRINGBROOK AVENUE      SAN JOSE              CA   95148   20250716 FAVIAN FERNANDEZ                   C27   C27,"
20240129114,,,2306 NEW JERSEY AVE, NEW JERSEY AVE          SAN JOSE             ,,,C20;C20,,108,"20240129114   O   SO   E   AIRBYX                                             0 2306 NEW JERSEY AVE          SAN JOSE              CA   95124   20250716 XAVIER DRE SALAZAR                 C20   C20,"
