license_number,business_name,status,address,city_state_zip,phone,bond_amount,classifications,expire_date,line_number,raw_text
20240126162,,,4036 ASH ST, ASH STREET                   LAKE ELSINORE   ,,,C10,,64,"20240126162 O     SO    W           WATT ELECTRIC                                  0 4036 ASH STREET                   LAKE ELSINORE    CA       92530     20250708                                                    C10,"
20240126175,,,360 CONSTRUCT, WEST AVENUE V                ACTON           ,,,,,65,"20240126175 O     CP    W           S&R 360 CONSTRUCTION INC                       0 4550 WEST AVENUE V                ACTON            CA       93510     20250708                                                    B,"
20240126248,,,608 CAMPBELL AVE, CAMPBELL AVE                  SAN FRANCISCO   ,,,,,66,"20240126248 O     SO    E           JINHUI LIN                                     0 608 CAMPBELL AVE                  SAN FRANCISCO    CA       94134     20250708 JINHUI LIN                        B                B,"
20240126281,,,1952 SELBY AVE,       LOS ANGELES         ,,,,,67,"20240126281   O   CP   W   TOP BUILDERZ INC                                                     0 1952 SELBY AVENUE APT #303       LOS ANGELES          CA   90025   20250708                                          B,"
20240126447,,,6 WORK AVE, WORK AVE                       DEL REY OAKS        ,,,C27;C27,,68,"20240126447   O   CP   E   SECURE LANDSCAPING INC                                               0 6 WORK AVE                       DEL REY OAKS         CA   93940   20250708 JOSE LAZARO TINAJERO OSORNIO       C27   C27,"
20240126459,,,330 N FAIRFAX AVE, N FAIRFAX AVENUE             LOS ANGELES         ,,,,,69,"20240126459   O   SO   E   ROBERT WELLMAN                                                       0 330 N FAIRFAX AVENUE             LOS ANGELES          CA   90036   20250708 ROBERT WARD WELLMAN                B     B,"
20240126509,,,2521 S VISTA WAY, S VISTA WAY                 CARLSBAD            ,728600 2521,,C15,,70,"20240126509   O   CP   W   SAVON FLOORING                                                  728600 2521 S VISTA WAY                 CARLSBAD             CA   92008   20250708                                          C15,"
20240126536,,,1250 N OLIVE ST,A           VENTURA             ,094258 1250,,,,71,"20240126536   O   CP   W   BRINK CONSTRUCTION INC                                         1094258 1250 N OLIVE STREET #A           VENTURA              CA   93001   20250708                                          B,"
20240126655,,,2360 S DIAMOND BAR BLVD, S DIAMOND BAR BLVD UNIT K   DIAMOND BAR         ,,,C16;C16,,72,"20240126655   O   CP   E   CANY FIRE PROTECTION INC                                             0 2360 S DIAMOND BAR BLVD UNIT K   DIAMOND BAR          CA   91765   20250708 XIAOYU DONG                        C16   C16,"
20240126722,,,525 SOUTHCOAST DRIVE             WALN, SOUTHCOAST DRIVE             WALNUT              ,,,C10;C10,,73,"20240126722   O   SO   E   JL ELECTRIC                                                          0 525 SOUTHCOAST DRIVE             WALNUT               CA   91789   20250708 JUN LI                             C10   C10,"
20240126728,,,1764 ZONA BELLA LANE, ZONA BELLA LANE             CERES               ,,,,,74,"20240126728   O   CP   E   JG PRO CONSTRUCTION INC                                              0 1764 ZONA BELLA LANE             CERES                CA   95307   20250708 JUAN FRANCISCO LAFARGA GOMEZ       B     B,"
20240126789,,,3 SUMMIT COURT, SUMMIT COURT                   EMERALD HILLS       ,,,C33;C33,,75,"20240126789   O   SO   E   STEPHENSON COATINGS                                                  0 3 SUMMIT COURT                   EMERALD HILLS        CA   94062   20250708 JESSE ALLEN STEPHENSON             C33   C33,"
20240126811,,,16429 VIEWCREST ROAD, VIEWCREST ROAD             CHINO HILLS         ,,,,,76,"20240126811   O   SO   E   JUNHAO CONSTRUCTION                                                  0 16429 VIEWCREST ROAD             CHINO HILLS          CA   91709   20250708 DENGHUI WU                         B     B,"
20240127035,,,547 E MAYWOOD AVE                SAN BERNARD, E MAYWOOD AVE                SAN BERNARDINO      ,,,C10;C10,,77,"20240127035   O   SO   E   ORIGIN VOLT ELECTRIC                                                 0 547 E MAYWOOD AVE                SAN BERNARDINO       CA   92404   20250708 HRATCH ANTOUN LABBAD               C10   C10,"
20240127200,,,2882 RONCADOR PL, RONCADOR PL                 RIVERSIDE           ,,,,,78,"20240127200   O   LC   E   NANGIES CONSTRUCTION LLC                                             0 2882 RONCADOR PL                 RIVERSIDE            CA   92503   20250708 JOSE MANUEL VARGAS                 B     B,"
20240127317,,,333 NICOLE AVE, NICOLE AVENUE                MOUNTAIN HOUSE      ,,,C10,,79,"20240127317   O   SO   W   FIAZ A                                                               0 333 NICOLE AVENUE                MOUNTAIN HOUSE       CA   95391   20250708                                          C10,"
20240127366,,,1221 Q ST, Q STREET                    RIO LINDA           ,,,C-8;C-8,,80,"20240127366   O   LC   E   POURED PERFECTION CONCRETE                                           0 1221 Q STREET                    RIO LINDA            CA   95673   20250708 AARON MAGALLANES                   C-8   C-8,"
20240127420,,,1816 AVO WAY, AVO WAY                     MANTECA             ,,,,,81,"20240127420   O   CP   W   REVAMP BUILD INC                                                     0 1816 AVO WAY                     MANTECA              CA   95337   20250708                                          B,"
20240127553,,,6160 LA COST, LA COSTA                    FONTANA             ,,,,,82,"20240127553   O   CP   E   TRUSTWORTHY CONSTRUCTION INC                                         0 6160 LA COSTA                    FONTANA              CA   92336   20250708                                          B,"
20240127627,,,7125 LENNOX AVE,              VAN NUYS            ,018542 7125,,C15;C10,,83,"20240127627   O   CP   W   ES ELECTRICAL & FLOORING INC                                   1018542 7125 LENNOX AVE 237              VAN NUYS             CA   91405   20250708                                          C15,C10,"
20240127638,,,, LADD DRIVE                MOUNTAIN HOUSE      ,,,,,84,"20240127638   O   SO   E   UNION GENERAL                                                        0 107 W. LADD DRIVE                MOUNTAIN HOUSE       CA   95391   20250708 JACK ERIC GIBSON                   B     B,"
20240127654,,,1045 N MILLBROOK AVE, N MILLBROOK AVE             FRESNO              ,,,,,85,"20240127654   O   SO   E   CHRISTIAN PALACIOS CONSTRUCTION                                      0 1045 N MILLBROOK AVE             FRESNO               CA   93702   20250708 JOSE CHRISTIAN PALACIOS            B     B,"
20240127780,,,16931 HART ST, HART STREET                VAN NUYS            ,,,,,86,"20240127780   O   CP   W   M M DORRI CORP                                                       0 16931 HART STREET                VAN NUYS             CA   91406   20250708                                          A,"
20240127782,,,,                    SOUTH LAKE TAHOE    ,,,C33,,87,"20240127782   O   LC   W   HIGH BASIN PAINTING LLC                                        1006200 P O BOX 17667                    SOUTH LAKE TAHOE     CA   96151   20250708                                          C33,"
20240127921,,,1704 HEAVENLY BAMBOO CT, HEAVENLY BAMBOO CT          SAN JOSE            ,,,,,88,"20240127921   O   SO   E   TANG PRIME CONSTRUCTION                                              0 1704 HEAVENLY BAMBOO CT          SAN JOSE             CA   95131   20250708 HUADONG TANG                       B     B,"
20240127930,,,6800 TUSTIN ROAD, TUSTIN ROAD                 SALINAS             ,,,,,89,"20240127930   O   SO   E   JORGE ROCHA RUIZ                                                     0 6800 TUSTIN ROAD                 SALINAS              CA   93907   20250708 JORGE ROCHA RUIZ                   B     B,"
20240128050,,,6408 BROWN ROAD, BROWN ROAD                  GUADALUPE           ,,,C10;C10,,90,"20240128050   O   SO   E   MINCITAR ELECTRICAL SERVICES                                         0 6408 BROWN ROAD                  GUADALUPE            CA   93434   20250708 ARMANDO MINCITAR                   C10   C10,"
20240128060,,,27048 MOUNTAIN MEADOW RD, MOUNTAIN MEADOW RD         ESCONDIDO           ,,,C36,,91,"20240128060   O   CP   W   G&B LEAK FINDERS PLUMBING                                            0 27048 MOUNTAIN MEADOW RD         ESCONDIDO            CA   92026   20250708                                          C36,"
20240128065,,,6850 MISSION GORGE RD,   SAN DIEGO           ,,,,,92,"20240128065   O   LC   W   THE BROTHERS THAT JUST DO GUTTERS NORTH COASTAL SAN DIEGO CA         0 6850 MISSION GORGE RD,APT 2515   SAN DIEGO            CA   92120   20250708                                          D24,"
20240128245,,,19906 VALERIO ST, VALERIO ST                 WINNETKA            ,,,,,93,"20240128245   O   SO   E   DJR CONSTRUCTION                                                     0 19906 VALERIO ST                 WINNETKA             CA   91306   20250708 DANIEL JOSE RODARTE                B     B,"
20240128246,,,939 WHITE OAK AVE, WHITE OAK AVE                NORTHRIDGE          ,,,C49;C49,,94,"20240128246   O   SO   E   KATIA TREE SERVICE                                                   0 939 WHITE OAK AVE                NORTHRIDGE           CA   91325   20250708 KATIA CAROLINA ALFARO              C49   C49,"
20240128247,,,10424 S CENTRAL AVE,         LOS ANGELES         ,,,C23;C23,,95,"20240128247   O   SO   E   C S IRON WORKS                                                       0 10424 S CENTRAL AVE #212         LOS ANGELES          CA   90002   20250708 CELSO ERASMO SANCHEZ               C23   C23,"
20240128253,,,6615 N CALLISCH AVE, N CALLISCH AVE              FRESNO              ,,,C54;C54,,96,"20240128253   O   CP   E   SKYLINE TILE INC                                                     0 6615 N CALLISCH AVE              FRESNO               CA   93710   20250708 FRANCISCO JAVIER TAPIA RIOYOS      C54   C54,"
20240128254,,,702 SKYLINE DR, SKYLINE DR                   DALY CITY           ,,,C33;C33,,97,"20240128254   O   CP   E   JV VERA PAINTING INC                                                 0 702 SKYLINE DR                   DALY CITY            CA   94015   20250708 JOEL VERA FLORES                   C33   C33,"
20240128297,,,15 GENOA ST, GENOA STREET UNIT B           ARCADIA             ,,,,,98,"20240128297   O   CP   W   WEST COAST BUILDERS GROUP                                            0 15 GENOA STREET UNIT B           ARCADIA              CA   91006   20250708                                          B,"
20240128342,,,216 GAINSBOROUGH CT, GAINSBOROUGH CT              ROSEVILLE           ,,,B-2;B-2,,99,"20240128342   O   CP   E   PUROCLEAN OF ROCKLIN                                                 0 216 GAINSBOROUGH CT              ROSEVILLE            CA   95678   20250708 MICHAEL ANTHONY MCINTIRE           B-2   B-2,"
20240128343,,,7680 MOUNT VERNON ROAD, MOUNT VERNON ROAD           AUBURN              ,,,C27;C27,,100,"20240128343   O   SO   E   LEVANT LANDSCAPING SERVICES                                          0 7680 MOUNT VERNON ROAD           AUBURN               CA   95603   20250708 GHAZWAN ZOUZOU                     C27   C27,"
20240128347,,,16340 BEACH BLVD, BEACH BLVD                 HUNTINGTON BEACH    ,,,,,101,"20240128347   O   LC   E   COINE GENERAL CONTRACTING LLC                                        0 16340 BEACH BLVD                 HUNTINGTON BEACH     CA   92683   20250708 COLE WESTON MAURI TRIPP            B     B,"
20240128350,,,,       ENCINITAS           ,,,,,102,"20240128350   O   LC   E   BUILDING WITH NATURE LLC                                             0 270 N EL CAMINO REAL #F137       ENCINITAS            CA   92024   20250708 TARAS PETROSIUK                    B     B,"
20240128356,,,16635 WILLOW GLEN ROAD, WILLOW GLEN ROAD           BROWNSVILLE         ,,,C60;C60,,103,"20240128356   O   SO   E   MARSHALL METAL ARTS                                                  0 16635 WILLOW GLEN ROAD           BROWNSVILLE          CA   95919   20250708 WALKER JAMES MARSHALL              C60   C60,"
20240128359,,,1051 WEST,TH STREET            LOS ANGELES         ,,,,,104,"20240128359   O   CP   E   SWIFT PROPERTY SOLUTIONS INC                                         0 1051 WEST 87TH STREET            LOS ANGELES          CA   90044   20250708 DAVID A JANDETE                    B     B,"
20240128364,,,981 EAST J ST                    CHULA VIST, EAST J ST                    CHULA VISTA         ,,,C38;C38,,105,"20240128364   O   CP   E   ONE-STOP COMMERICAL REFRIGERATION                                    0 981 EAST J ST                    CHULA VISTA          CA   91910   20250708 MARIO T BALDERRAMA                 C38   C38,"
20240128366,,,1514 E WOODBURY RD, E WOODBURY RD               PASADENA            ,,,,,106,"20240128366   O   CP   E   2H2N CONSTRUCTION INC                                                0 1514 E WOODBURY RD               PASADENA             CA   91104   20250708 VAHAN HAROUTION KARAKOSSIAN        B     B,"
20240128367,,,7933 CARRAWAY DR, CARRAWAY DRIVE              ANTELOPE            ,,,,,107,"20240128367   O   LC   E   MOORISH CONSTRUCTION COMPANY LLC                                     0 7933 CARRAWAY DRIVE              ANTELOPE             CA   95843   20250708 AREEB TAHIR SADIQ                  B     B,"
20240128371,,,12157 SAN FERNANDO RD,    SYLMAR              ,,,,,108,"20240128371   O   CP   E   MR FIX IT GC INC                                                     0 12157 SAN FERNANDO RD APT 215    SYLMAR               CA   91342   20250708 YESENIA HUERTA                     B     B,"
20240128372,,,11505 PIN OAK DR, PIN OAK DRIVE              OAKDALE             ,,,,,109,"20240128372   O   CP   E   DYNAMIC PAVEMENT INC                                                 0 11505 PIN OAK DRIVE              OAKDALE              CA   95361   20250708 SCOTT ALLEN YERZY                  A     A,"
20240128388,,,4755 E FOUNTAIN WAY, E FOUNTAIN WAY              FRESNO              ,,,,,110,"20240128388   O   CP   E   PRIME REVIVAL CONSTRUCTION                                           0 4755 E FOUNTAIN WAY              FRESNO               CA   93726   20250708 RICARDO PORTILLO,JR                B     B,"
20240128390,,,9382 SPARKS WAY, SPARKS WAY                  SACRAMENTO          ,,,,,111,"20240128390   O   CP   E   NEXBUILD CONSTRUCTION                                                0 9382 SPARKS WAY                  SACRAMENTO           CA   95827   20250708 DANYLO KONSTANTYNOV                B     B,"
20240128392,,,32574 WILDFLOWER DR, WILDFLOWER DR              LAKE ELSINORE       ,,,C-8;C-8,,112,"20240128392   O   CP   E   EXECUTIVE CONCRETE                                                   0 32574 WILDFLOWER DR              LAKE ELSINORE        CA   92532   20250708 DARRYL PHILIP DISANTO,JR           C-8   C-8,"
20240128394,,,12607 AGUA CAYENDO RD, AGUA CAYENDO RD            DESERT HOT SPRINGS  ,,,C33;C33,,113,"20240128394   O   SO   E   MARLIN'S PAINTING                                                    0 12607 AGUA CAYENDO RD            DESERT HOT SPRINGS   CA   92240   20250708 MARLIN RENEIRE FENTY               C33   C33,"
20240128395,,,3130 BIG OAK CT                  PL, BIG OAK CT                  PLACERVILLE         ,,,C10;C10,,114,"20240128395   O   SO   E   GALLIVAN'S ELECTRICAL SERVICES                                       0 3130 BIG OAK CT                  PLACERVILLE          CA   95667   20250708 TIMOTHY RYAN GALLIVAN              C10   C10,"
20240128396,,,785 HAMPTON ROAD                 HAYWARD, HAMPTON ROAD                 HAYWARD             ,,,C12;C12,,115,"20240128396   O   SO   E   KINGDOM CLUB EXCAVATION                                              0 785 HAMPTON ROAD                 HAYWARD              CA   94541   20250708 FREDERICK JAMES LONG               C12   C12,"
20240128397,,,6536 GAVIOTA AVE, GAVIOTA AVENUE              VAN NUYS            ,,,C53;C53,,116,"20240128397   O   SO   E   LA'S BEST POOL CONSTRUCTION                                          0 6536 GAVIOTA AVENUE              VAN NUYS             CA   91406   20250708 ROBERT MAKARYAN                    C53   C53,"
20240128398,,,708 EAST TELEGRAPH ST,,,,,,117,"20240128398   O   CP   E   EZ-DOES IT CONSTRUCTION CO                                           0 708 EAST TELEGRAPH ST            CARSON CITY          NV   89701   20250708 EZRA MICHAEL O'CONNOR              B     B,"
20240128400,,,10866 WASHINGTON BLVD,       CULVER CITY         ,,,C33;C33,,118,"20240128400   O   SO   E   BRE PAINTING                                                         0 10866 WASHINGTON BLVD #424       CULVER CITY          CA   90232   20250708 ALEXANDER POZNANOVIC               C33   C33,"
20240128401,,,7500 GREENBACK LN,         CITRUS HEIGHTS      ,,,C-7;C-7,,119,"20240128401   O   CP   E   B&H NETWORK SOLUTIONS INC                                            0 7500 GREENBACK LN APT 97         CITRUS HEIGHTS       CA   95610   20250708 EUGENE KUZNETSOV                   C-7   C-7,"
20240128404,,,221 RICHARD PL, RICHARD PLACE                VACAVILLE           ,,,B-2;B-2,,120,"20240128404   O   CP   E   SPOT ON REMODELING & REPAIR                                          0 221 RICHARD PLACE                VACAVILLE            CA   95687   20250708 JERRY CHANDLER SEVEY               B-2   B-2,"
20240128405,,,6112 ROBIRDS CT, ROBIRDS CT                  RIVERBANK           ,,,,,121,"20240128405   O   SO   E   KODY CONSTRUCTION                                                    0 6112 ROBIRDS CT                  RIVERBANK            CA   95367   20250708 DAKOTA JAMES COLE SMITH            B     B,"
20240128406,,,7487 WESTERN AVE, WESTERN AVE                 BUENA PARK          ,,,C33;C33,,122,"20240128406   O   SO   E   CONTINUE PAINTING                                                    0 7487 WESTERN AVE                 BUENA PARK           CA   90620   20250708 JUAN MIGUEL SANCHEZ                C33   C33,"
20240128409,,,,,,,C33;C33,,123,"20240128409   O   CP   E   PRECISION PAINTING SOLUTIONS INC                                     0 P O BOX 3240                     SAN LUIS             AZ   85349   20250708 NOE M ARELLANO                     C33   C33,"
20240128411,,,4175 ELLMAR OAKS DR, ELLMAR OAKS DR              SAN JOSE            ,,,C20;C20,,124,"20240128411   O   SO   E   ALLISON AIR COMFORT SOLUTIONS                                        0 4175 ELLMAR OAKS DR              SAN JOSE             CA   95136   20250708 KYLE MATTHEW ALLISON               C20   C20,"
20240128412,,,,ST PLACE                 LOMPOC              ,,,C15;C15,,125,"20240128412   O   CP   E   LC FLOORING                                                          0 1305 N 1ST PLACE                 LOMPOC               CA   93436   20250708 LEANNA NICOLE CORRAL               C15   C15,"
20240128413,,,,TH STREET                   MARYSVILLE          ,,,,,126,"20240128413   O   SO   E   DEANS HOME REPAIR                                                    0 825 6TH STREET                   MARYSVILLE           CA   95901   20250708 MICHAEL CHARLES DEAN               B     B,"
20240128414,,,20250708 JOHN JERARD,TH AVE                    SAN FRANCISCO       ,,,,,127,"20240128414   O   CP   E   BELRAE CONSTRUCTION                                                  0 2570 14TH AVE                    SAN FRANCISCO        CA   94127   20250708 JOHN JERARD COYLE                  A     A,"
20240128419,,,2069 DUTTON AVE, DUTTON AVE                  SANTA ROSA          ,,,C49;C49,,128,"20240128419   O   CP   E   TREELS INC                                                           0 2069 DUTTON AVE                  SANTA ROSA           CA   95407   20250708 FRANCISCO LANDEROS MARTINEZ        C49   C49,"
20240128421,,,3131 E BELMONT AVE, E BELMONT AVE               FRESNO              ,,,,,129,"20240128421   O   CP   E   MARQUEZ COATING SOLUTIONS INC                                        0 3131 E BELMONT AVE               FRESNO               CA   93702   20250708 FRANCISCO JAVIER MARQUEZ-AMEZCUA   D12   D12,"
20240128424,,,9420 MANOR DR, MANOR DR                    LA MESA             ,,,C20;C20,,130,"20240128424   O   SO   E   TERRAPIN HEATING AND AIR                                             0 9420 MANOR DR                    LA MESA              CA   91942   20250708 DAVID DENNIS PATERSON              C20   C20,"
20240128426,,,120 S CENTER ST, S CENTER ST                  REDLANDS            ,,,B-2;B-2,,131,"20240128426   O   LC   E   HERCA REMODELING LLC                                                 0 120 S CENTER ST                  REDLANDS             CA   92373   20250708 JOAQUIN CADAVID                    B-2   B-2,"
20240128428,,,, CALLE TURQUESA              NEWBURY PARK        ,,,C10,,132,"20240128428   O   SO   E   ELECTRIC MAN                                                         0 1644 CALLE TURQUESA              NEWBURY PARK         CA   91320   20250708                                          C10,"
20240128429,,,, PERCH CIRCLE                   WILLITS           ,,,C36;C36,,133,"20240128429   O   SO   E   WALSH PLUMBING                                  0 3981 PERCH CIRCLE                   WILLITS            CA   95490   20250708 NICHOLAS SALVATORE WALSH      C36   C36,"
20240128432,,,201 NAPA ST, NAPA ST                         RODEO             ,,,,,134,"20240128432   O   CP   E   CDH CONSTRUCTION INC                            0 201 NAPA ST                         RODEO              CA   94572   20250708 CHRISTIAN DOMINGUEZ HERRERA   B     B,"
20240128436,,,3868 BROOKSIDE DR, BROOKSIDE DR                   PITTSBURG         ,,,C27;C27,,135,"20240128436   O   CP   E   BAYGREEN LANDSCAPING INC                        0 3868 BROOKSIDE DR                   PITTSBURG          CA   94565   20250708 RAUL LONGORIA                 C27   C27,"
20240128438,,,7738 NEWPORT CT, NEWPORT CT                     FONTANA           ,,,C17,,136,"20240128438   O   SO   E   ALPHA GLAZIERS                                  0 7738 NEWPORT CT                     FONTANA            CA   92336   20250708                                     C17,"
20240128448,,,20555 VISTA DR, VISTA DR                      TORRANCE          ,,,,,137,"20240128448   O   CP   E   SARAY CONSTRUCTION CO                           0 20555 VISTA DR                      TORRANCE           CA   90503   20250708 FELIPE SARAY CORTEZ           B     B,"
20240128472,,,11 LORRAINE AVE, LORRAINE AVE                     PITTSBURG         ,,,,,138,"20240128472   O   SO   E   YV CONSTRUCTION                                 0 11 LORRAINE AVE                     PITTSBURG          CA   94558   20250708 NEIL SHARMA                   B     B,"
20240128477,,,2495 PROSPERITY WAY                 SAN LEANDR, PROSPERITY WAY                 SAN LEANDRO       ,,,C36;C36,,139,"20240128477   O   SO   E   DYNAMIC PLUMBING AND DRAIN                      0 2495 PROSPERITY WAY                 SAN LEANDRO        CA   94578   20250708 CARLOS SERGIO MENDOZA,JR      C36   C36,"
20240128487,,,3851 MORROW LANE ST,              CHICO             ,,,,,140,"20240128487   O   CP   E   TWO MEN AND A TRUCK                             0 3851 MORROW LANE STE 9              CHICO              CA   95928   20250708 JUSTIN MACKENZIE MOORE        D34   D34,"
20240128493,,,,                       COYOTE            ,,,,,141,"20240128493   O   CP   E   REVV CONSTRUCTION INC                           0 P O BOX 13025                       COYOTE             CA   95013   20250708 ALAN JOSEPH SCHULTZ           B     B,"
