license_number,clean_business_name,original_business_name_field,clean_address,city,state,zip_code,existing_phone,existing_email,website,classifications,bond_amount,expire_date,priority_score,data_quality_score,search_terms,enrichment_status,enriched_email,enriched_phone,email_confidence,phone_confidence,last_enriched,data_source,notes,raw_text
20240128603,INTEGRITY LIVING SOLUTIONS INC,,14680 PALOMINO DR,,CA,,(202) 401-2860,,https://www.integritylivingsolut.biz,B-2;B-2,,,53,65,INTEGRITY LIVING SOLUTIONS INC; INTEGRITY LIVING SOLUTIONS INC contractor; INTEGRITY LIVING SOLUTIONS INC B-2 contractor,email_found,admin@integritylivingsolut.biz,,90,,2025-07-18T21:43:47.906Z,hunter_domain,,"20240128603 O     CP    E           INTEGRITY LIVING SOLUTIONS INC                     0 14680 PALOMINO DR                     SAN JOSE         CA      95127     20250714 TYRONE ZORRILLA                    B-2              B-2,"
20240128707,JD ELITE REMODELING INC,,3809 DENKER AVE,,CA,,(202) 401-2870,,https://www.jdeliteremodeling.com,B-2;B-2,,,53,65,JD ELITE REMODELING INC; JD ELITE REMODELING INC contractor; JD ELITE REMODELING INC B-2 contractor,email_found,office@jdeliteremodeling.com,,90,,2025-07-18T21:43:50.912Z,hunter_domain,,"20240128707 O   CP   E   JD ELITE REMODELING INC                    0 3809 DENKER AVE                   LOS ANGELES        CA   90062   20250714 JEFFERSON ANDREE LOPEZ DUBON        B-2   B-2,"
20250100275,ARTISTIC TREE ENTERPRISE INC,,5474 ALUM ROCK AVE,ALUM ROCK AVE         SAN JOSE,CA,,(202) 501-0027,,https://www.artistictreeenterpri.com,C49,,,53,85,ARTISTIC TREE ENTERPRISE INC; ARTISTIC TREE ENTERPRISE INC ALUM ROCK AVE         SAN JOSE; ARTISTIC TREE ENTERPRISE INC ALUM ROCK AVE         SAN JOSE CA; ARTISTIC TREE ENTERPRISE INC contractor; ARTISTIC TREE ENTERPRISE INC C49 contractor,email_found,admin@artistictreeenterpri.com,,90,,2025-07-18T21:43:53.919Z,hunter_domain,,"20250100275 O   CP   W   ARTISTIC TREE ENTERPRISE INC                  0 5474 ALUM ROCK AVE         SAN JOSE                CA   95127   20250715                                      C49,"
20250200005,STERLING ENVIRONMENTAL CORPORATION,,10203 E ST,E STREET             OAKLAND,CA,,,,https://www.sterlingenvironmenta.com,ASB,,,53,75,STERLING ENVIRONMENTAL CORPORATION; STERLING ENVIRONMENTAL CORPORATION E STREET             OAKLAND; STERLING ENVIRONMENTAL CORPORATION E STREET             OAKLAND CA; STERLING ENVIRONMENTAL CORPORATION contractor; STERLING ENVIRONMENTAL CORPORATION ASB contractor,email_found,contact@sterlingenvironmenta.com,,90,,2025-07-18T21:43:56.926Z,hunter_domain,,"20250200005 R   CP   W   STERLING ENVIRONMENTAL CORPORATION       537909 10203 E STREET             OAKLAND                 CA   94603   20250715                                      ASB,"
20250200093,DELGADO CONSTRUCTION INC,,20250716 ARMANDO HONEST,TH STREET             SAN JOSE,CA,,(202) 502-0009,,https://www.delgadoconstruction.com,C10;C10,,,53,85,DELGADO CONSTRUCTION INC; DELGADO CONSTRUCTION INC TH STREET             SAN JOSE; DELGADO CONSTRUCTION INC TH STREET             SAN JOSE CA; DELGADO CONSTRUCTION INC contractor; DELGADO CONSTRUCTION INC C10 contractor,email_found,sales@delgadoconstruction.com,,90,,2025-07-18T21:43:59.931Z,hunter_domain,,"20250200093   S   CP   E   DELGADO CONSTRUCTION INC                     890376 360 SOUTH 13TH STREET             SAN JOSE              CA   95112   20250716 ARMANDO HONESTO DELGADO         C10   C10,"
20240128529,LEVEL IT BUILDERS INC,,2443 FILLMORE ST,SAN FRANCISCO,CA,,(202) 401-2852,,https://www.levelitbuilders.biz,,,,53,75,LEVEL IT BUILDERS INC; LEVEL IT BUILDERS INC SAN FRANCISCO; LEVEL IT BUILDERS INC SAN FRANCISCO CA,email_found,admin@levelitbuilders.biz,,90,,2025-07-18T21:44:02.938Z,hunter_domain,,"20240128529 O     CP    W           LEVEL IT BUILDERS INC                                           0 2443 FILLMORE ST #380-3535       SAN FRANCISCO     CA       94115     20250717                                                   D24,D21,D39,B,"
20240129101,JM CONSTRUCTION,,2022 EVANS LANE,SAN JOSE,CA,,(202) 401-2910,,https://www.jm.net,,,,53,75,JM CONSTRUCTION; JM CONSTRUCTION SAN JOSE; JM CONSTRUCTION SAN JOSE CA,email_found,contact@jm.net,,80,,2025-07-18T21:44:07.444Z,hunter_company,,"20240129101 O     SO    E           JM CONSTRUCTION                                                 0 2022 EVANS LANE UNIT 3           SAN JOSE          CA       95125     20250717 JOEY MARTINEZ                    B                B,"
20240129174,FLIP MASTER KITCHEN REMODELING INC,,174 ROANOKE RD,EL CAJON,CA,,(202) 401-2917,,https://www.flipmasterkitchenrem.biz,B-2;B-2,,,53,85,FLIP MASTER KITCHEN REMODELING INC; FLIP MASTER KITCHEN REMODELING INC EL CAJON; FLIP MASTER KITCHEN REMODELING INC EL CAJON CA; FLIP MASTER KITCHEN REMODELING INC contractor; FLIP MASTER KITCHEN REMODELING INC B-2 contractor,email_found,contact@flipmasterkitchenrem.biz,,90,,2025-07-18T21:44:10.450Z,hunter_domain,,"20240129174 O     CP    E           FLIP MASTER KITCHEN REMODELING INC                              0 174 ROANOKE RD APT 4             EL CAJON          CA       92020     20250717 MOHANAD YOUNUS RASHEED           B-2              B-2,"
20240129188,LLOYD HOME SERVICES LLC,,5240 OLMEDA AVE,,CA,,(202) 401-2918,,https://www.lloydhomeservices.biz,B-2;B-2,,,53,65,LLOYD HOME SERVICES LLC; LLOYD HOME SERVICES LLC contractor; LLOYD HOME SERVICES LLC B-2 contractor,email_found,info@lloydhomeservices.biz,,90,,2025-07-18T21:44:13.459Z,hunter_domain,,"20240129188 O   LC   E   LLOYD HOME SERVICES LLC                            0 5240 OLMEDA AVE                    ATASCADERO        CA   93422   20250717 CRAIG EDWARD LOREN LLOYD          B-2   B-2,"
20240129238,PIOQUINTO PAINTING INC,,1930 PARK AVE,SAN JOSE,CA,,(202) 401-2923,,https://www.pioquintopainting.biz,C33;C33,,,53,85,PIOQUINTO PAINTING INC; PIOQUINTO PAINTING INC SAN JOSE; PIOQUINTO PAINTING INC SAN JOSE CA; PIOQUINTO PAINTING INC contractor; PIOQUINTO PAINTING INC C33 contractor,email_found,sales@pioquintopainting.biz,,90,,2025-07-18T21:44:16.463Z,hunter_domain,,"20240129238 O   CP   E   PIOQUINTO PAINTING INC                             0 1930 PARK AVE #12                  SAN JOSE          CA   95126   20250717 JAVIER MONCAYO                    C33   C33,"
20250100295,RM ENERGY INC,,2995 WOODSIDE ROAD,SAN JOSE,CA,,(202) 501-0029,,https://www.rmenergy.net,C10,,,53,85,RM ENERGY INC; RM ENERGY INC SAN JOSE; RM ENERGY INC SAN JOSE CA; RM ENERGY INC contractor; RM ENERGY INC C10 contractor,email_found,office@rmenergy.net,,90,,2025-07-18T21:44:19.469Z,hunter_domain,,"20250100295 O   CP   W   RM ENERGY INC                              0 2995 WOODSIDE ROAD #400-389         SAN JOSE           CA   95118   20250717   C10,"
20240208751,NORTH AMERICAN POWER & CONTROLS INC,,,BENICIA,CA,,(202) 402-0875,,https://www.northamericanpowerco.com,C10;HAZ;ASB,,,50,70,NORTH AMERICAN POWER & CONTROLS INC; NORTH AMERICAN POWER & CONTROLS INC BENICIA; NORTH AMERICAN POWER & CONTROLS INC BENICIA CA; NORTH AMERICAN POWER & CONTROLS INC contractor; NORTH AMERICAN POWER & CONTROLS INC C10 contractor,email_found,info@northamericanpowerco.com,,90,,2025-07-18T21:44:22.475Z,hunter_domain,,"20240208751   R   CP   W   NORTH AMERICAN POWER & CONTROLS INC        662686 P O BOX 97                          BENICIA            CA   94510   20250708                                     A,B,C10,HAZ,ASB,"
20240129280,JEC CONSTRUCTION & RENOVATION INC,,,SAN FRANCISCO,CA,,(202) 401-2928,,https://www.jecconstructionrenov.net,,,,50,60,JEC CONSTRUCTION & RENOVATION INC; JEC CONSTRUCTION & RENOVATION INC SAN FRANCISCO; JEC CONSTRUCTION & RENOVATION INC SAN FRANCISCO CA,email_found,info@jecconstructionrenov.net,,90,,2025-07-18T21:44:25.481Z,hunter_domain,,"20240129280   O   CP   W   JEC CONSTRUCTION & RENOVATION INC                                       0 257 14TH ST APT 1                   SAN FRANCISCO      CA   94103   20250709                                        B,"
20240128455,PEREZ LANDSCAPING SOLUTIONS INC,,,SAN JOSE,CA,,(202) 401-2845,,https://www.perezlandscapingsolu.biz,C27;C27,,,50,70,PEREZ LANDSCAPING SOLUTIONS INC; PEREZ LANDSCAPING SOLUTIONS INC SAN JOSE; PEREZ LANDSCAPING SOLUTIONS INC SAN JOSE CA; PEREZ LANDSCAPING SOLUTIONS INC contractor; PEREZ LANDSCAPING SOLUTIONS INC C27 contractor,email_found,contact@perezlandscapingsolu.biz,,90,,2025-07-18T21:44:28.487Z,hunter_domain,,"20240128455 O     CP    E           PEREZ LANDSCAPING SOLUTIONS INC                    0 P O BOX 23488                         SAN JOSE         CA      95153     20250714 ERIKA LIZBETH PEREZ                C27              C27,"
20250100145,HOME RESTORATION SPECIALIST INC,,,,CA,,(202) 501-0014,,https://www.homerestorationspeci.com,B-2,,,50,50,HOME RESTORATION SPECIALIST INC; HOME RESTORATION SPECIALIST INC contractor; HOME RESTORATION SPECIALIST INC B-2 contractor,email_found,info@homerestorationspeci.com,,90,,2025-07-18T21:44:31.492Z,hunter_domain,,"20250100145 O   CP   W   HOME RESTORATION SPECIALIST INC                                 0 242 W 47TH PL                       LOS ANGELES           CA   90037   20250716                                        B-2,"
20250200134,ABLE GENERAL ENGINEERING INC,,,SAN JOSE,CA,,(202) 502-0013,,https://www.ablegeneralengineeri.net,C42,,,50,70,ABLE GENERAL ENGINEERING INC; ABLE GENERAL ENGINEERING INC SAN JOSE; ABLE GENERAL ENGINEERING INC SAN JOSE CA; ABLE GENERAL ENGINEERING INC contractor; ABLE GENERAL ENGINEERING INC C42 contractor,email_found,sales@ablegeneralengineeri.net,,90,,2025-07-18T21:44:34.498Z,hunter_domain,,"20250200134   S   CP   W   ABLE GENERAL ENGINEERING INC                1063451 P O BOX 24819                     SAN JOSE              CA   95154   20250716                                       C42,"
20240121334,ADONAY CONSTRUCTION LLC,,,SAN FRANCISCO,CA,,(202) 401-2133,,https://www.adonayconstruction.com,,,,50,60,ADONAY CONSTRUCTION LLC; ADONAY CONSTRUCTION LLC SAN FRANCISCO; ADONAY CONSTRUCTION LLC SAN FRANCISCO CA,email_found,admin@adonayconstruction.com,,90,,2025-07-18T21:44:39.505Z,hunter_domain,,"20240121334 O     LC    W           ADONAY CONSTRUCTION LLC                                         0 P O BOX 40648                    SAN FRANCISCO     CA       94140     20250717                                                   B,"
20240129271,S FRISKO PAINTING INC,,,SAN FRANCISCO,CA,,(202) 401-2927,,https://www.sfriskopainting.net,C33;C33,,,50,70,S FRISKO PAINTING INC; S FRISKO PAINTING INC SAN FRANCISCO; S FRISKO PAINTING INC SAN FRANCISCO CA; S FRISKO PAINTING INC contractor; S FRISKO PAINTING INC C33 contractor,email_found,sales@sfriskopainting.net,,90,,2025-07-18T21:44:42.510Z,hunter_domain,,"20240129271 O   CP   E   S FRISKO PAINTING INC                              0 2936 21ST STREET #2                SAN FRANCISCO     CA   94110   20250717 ABEL SANCHEZ MENDEZ               C33   C33,"
20250100340,M&D BROTHERS CONSTRUCTION,,,OAKLAND,CA,,(202) 501-0034,,https://www.mdbrothers.biz,,,,50,60,M&D BROTHERS CONSTRUCTION; M&D BROTHERS CONSTRUCTION OAKLAND; M&D BROTHERS CONSTRUCTION OAKLAND CA,email_found,contact@mdbrothers.biz,,80,,2025-07-18T21:44:45.016Z,hunter_company,,"20250100340 O   CP   W   M&D BROTHERS CONSTRUCTION                  0 2201 106TH AVE APT 6                OAKLAND            CA   94603   20250717   B,"
20240129083,SERVICE KA LLC,,28168 MISSION BLVD,HAYWARD,CA,,(202) 401-2908,,https://www.serviceka.com,C20,,,48,85,SERVICE KA LLC; SERVICE KA LLC HAYWARD; SERVICE KA LLC HAYWARD CA; SERVICE KA LLC contractor; SERVICE KA LLC C20 contractor,email_found,admin@serviceka.com,,90,,2025-07-18T21:44:48.023Z,hunter_domain,,"20240129083 O   LC   W   SERVICE KA LLC                                 0 28168 MISSION BLVD APT 411      HAYWARD           CA   94544   20250707                                    C20,"
20240129048,415 ROOFING CORP 1030302,,2111 LANE ST,SAN FRANCISCO,CA,,,,https://www.415roofingcorp103030.net,C39,,,48,75,415 ROOFING CORP 1030302; 415 ROOFING CORP 1030302 SAN FRANCISCO; 415 ROOFING CORP 1030302 SAN FRANCISCO CA; 415 ROOFING CORP 1030302 contractor; 415 ROOFING CORP 1030302 C39 contractor,email_found,sales@415roofingcorp103030.net,,90,,2025-07-18T21:44:51.029Z,hunter_domain,,"20240129048   O   CP   W   415 ROOFING CORP                          1030302 2111 LANE ST 24231                  SAN FRANCISCO      CA   94124   20250708                                     C39,"
20240127364,MICHAEL REMODEL,,4141 PALM AVE,,CA,,(202) 401-2736,,,B-2,,,43,65,MICHAEL REMODEL; MICHAEL REMODEL contractor; MICHAEL REMODEL B-2 contractor,no_contact_found,,,,,2025-07-18T21:44:53.535Z,,,"20240127364 O     CP    E           MICHAEL REMODEL                                        0 4141 PALM AVENUE                       SACRAMENTO         CA       95842      20250707                                                  B-2,"
20240128218,OCEANSIDE BUILDERS LLC,,3101 OCEAN PARK BLVD,SANTA MONICA,CA,,(202) 401-2821,,https://www.oceansidebuilders.biz,,,,43,75,OCEANSIDE BUILDERS LLC; OCEANSIDE BUILDERS LLC SANTA MONICA; OCEANSIDE BUILDERS LLC SANTA MONICA CA,email_found,info@oceansidebuilders.biz,,90,,2025-07-18T21:44:56.544Z,hunter_domain,,"20240128218 O     LC    E           OCEANSIDE BUILDERS LLC                                 0 3101 OCEAN PARK BLVD SUITE 100,PMB 591 SANTA MONICA       CA       90405      20250707 BEHZAD ASKARINAM                B                B,"
20240208739,LAZOS & ASSOC INC,,290 ELM AVE,ELM AVE          SAN BRUNO,CA,,(202) 402-0873,,https://www.lazosassoc.net,,,,43,75,LAZOS & ASSOC INC; LAZOS & ASSOC INC ELM AVE          SAN BRUNO; LAZOS & ASSOC INC ELM AVE          SAN BRUNO CA,email_found,admin@lazosassoc.net,,90,,2025-07-18T21:44:59.553Z,hunter_domain,,"20240208739 S   CP   E   LAZOS & ASSOC INC               938111 290 ELM AVE          SAN BRUNO    CA   94066   20250707 PAVLOS LAZOS               B     B,"
20240123001,I C R CONSTRUCTION INC,,3078 FRANKLIN AVE,A              SAN DIEGO,CA,,(202) 401-2300,,https://www.icrconstruction.biz,,,,43,75,I C R CONSTRUCTION INC; I C R CONSTRUCTION INC A              SAN DIEGO; I C R CONSTRUCTION INC A              SAN DIEGO CA,email_found,info@icrconstruction.biz,,90,,2025-07-18T21:45:02.568Z,hunter_domain,,"20240123001 O     CP    E           I C R CONSTRUCTION INC                         0 3078 FRANKLIN AVE #A              SAN DIEGO        CA       92113     20250708                                                    B,"
20240128342,PUROCLEAN OF ROCKLIN,,216 GAINSBOROUGH CT,,CA,,(202) 401-2834,,,B-2;B-2,,,43,65,PUROCLEAN OF ROCKLIN; PUROCLEAN OF ROCKLIN contractor; PUROCLEAN OF ROCKLIN B-2 contractor,no_contact_found,,,,,2025-07-18T21:45:05.078Z,,,"20240128342   O   CP   E   PUROCLEAN OF ROCKLIN                                                 0 216 GAINSBOROUGH CT              ROSEVILLE            CA   95678   20250708 MICHAEL ANTHONY MCINTIRE           B-2   B-2,"
20240128404,SPOT ON REMODELING & REPAIR,,221 RICHARD PL,,CA,,(202) 401-2840,,https://www.spotonremodelingrepa.com,B-2;B-2,,,43,65,SPOT ON REMODELING & REPAIR; SPOT ON REMODELING & REPAIR contractor; SPOT ON REMODELING & REPAIR B-2 contractor,email_found,contact@spotonremodelingrepa.com,,80,,2025-07-18T21:45:09.587Z,hunter_company,,"20240128404   O   CP   E   SPOT ON REMODELING & REPAIR                                          0 221 RICHARD PLACE                VACAVILLE            CA   95687   20250708 JERRY CHANDLER SEVEY               B-2   B-2,"
20240129206,BOYD PACIFIC CONSTRUCTION INC,,849 ALMAR AVE,SANTA CRUZ,CA,,(202) 401-2920,,https://www.boydpacificconstruct.net,C-307,,,43,85,BOYD PACIFIC CONSTRUCTION INC; BOYD PACIFIC CONSTRUCTION INC SANTA CRUZ; BOYD PACIFIC CONSTRUCTION INC SANTA CRUZ CA; BOYD PACIFIC CONSTRUCTION INC contractor; BOYD PACIFIC CONSTRUCTION INC C-307 contractor,email_found,info@boydpacificconstruct.net,,90,,2025-07-18T21:45:12.599Z,hunter_domain,,"20240129206   O   CP   W   BOYD PACIFIC CONSTRUCTION INC                   0 849 ALMAR AVE SUITE C-307           SANTA CRUZ         CA   95060   20250708                                     B,"
20240128495,AJZ CONSTRUCTION,,9082 GRAMERCY DR,SAN DIEGO,CA,,(202) 401-2849,,https://www.ajz.com,,,,43,75,AJZ CONSTRUCTION; AJZ CONSTRUCTION SAN DIEGO; AJZ CONSTRUCTION SAN DIEGO CA,email_found,contact@ajz.com,,80,,2025-07-18T21:45:15.104Z,hunter_company,,"20240128495   O   CP   E   AJZ CONSTRUCTION                                                        0 9082 GRAMERCY DR APT 134            SAN DIEGO          CA   92123   20250709 ARRON JESUS ZEPEDA               B     B,"
20240128554,JEFF GOLLAHER REMODELING,,8917 NEW DAWN DR,,CA,,(202) 401-2855,,https://www.jeffgollaher.com,B-2;B-2,,,43,65,JEFF GOLLAHER REMODELING; JEFF GOLLAHER REMODELING contractor; JEFF GOLLAHER REMODELING B-2 contractor,email_found,contact@jeffgollaher.com,,80,,2025-07-18T21:45:17.611Z,hunter_company,,"20240128554   O   SO   E   JEFF GOLLAHER REMODELING                                                0 8917 NEW DAWN DR                    SACRAMENTO         CA   95826   20250709 JEFFREY LAWSON GOLLAHER          B-2   B-2,"
20240128572,MARCELINO JR GASPER,,1421 SAN BERNARDINO AVE,,CA,,(202) 401-2857,,,B-2;B-2,,,43,65,MARCELINO JR GASPER; MARCELINO JR GASPER contractor; MARCELINO JR GASPER B-2 contractor,no_contact_found,,,,,2025-07-18T21:45:20.120Z,,,"20240128572   O   SO   E   MARCELINO JR GASPER                                                     0 1421 SAN BERNARDINO AVE             SPRING VALLEY      CA   91977   20250709 MARCELINO GASPAR,JR              B-2   B-2,"
20240129244,SOLUTIONS TO BUILD INC,,1102 SAN FERNANDO ROAD,SAN FERNANDO,CA,,(202) 401-2924,,https://www.solutionstobuild.com,,,,43,75,SOLUTIONS TO BUILD INC; SOLUTIONS TO BUILD INC SAN FERNANDO; SOLUTIONS TO BUILD INC SAN FERNANDO CA,email_found,contact@solutionstobuild.com,,90,,2025-07-18T21:45:23.134Z,hunter_domain,,"20240129244   O   CP   W   SOLUTIONS TO BUILD INC                                                  0 1102 SAN FERNANDO ROAD #203         SAN FERNANDO       CA   91340   20250709                                        B,"
